section_count_before,section_count_after,angle_max1,angle_max2,angle_max3,angle_max4,angle_max5,angle_median,angle_average,section_max1,section_max2,section_max3,section_max4,section_max5,section_median,section_average,square_line,square,time,time_max1,time_max2,time_max3,time_max4,time_max5,time_median,time_average,condition
14,8,28.495638618244975,19.77607660263921,15.945395900922858,11.983403482173605,11.309932474020227,11.983403482173605,15.135056557274698,42.2965719651132,33.83784863137726,16.278820596099706,12.727922061357855,11.180339887498949,11.954130974428402,18.67048223406564,123.54756169184401,306.34356098748106,622.4102,302.01980000000003,144.19299999999998,44.00120000000001,40.000999999999976,28.205700000000007,34.10334999999999,77.801275,1
49,8,160.7426801970798,22.36282514931007,10.109298492495174,10.091920816435895,7.777637890129321,10.091920816435895,31.976094810903696,360.0805465447974,233.69210512980536,71.06335201775947,46.09772228646444,35.84689665786984,40.97230947216714,97.51828949602681,639.2386095973866,979.3150642047192,561.6572999999999,215.9891,104.09629999999993,79.99699999999984,51.994500000000016,51.56719999999996,51.78084999999999,70.20716249999998,1
76,22,132.2510672912956,119.05460409907714,73.00917670801384,39.28940686250036,36.86989764584401,15.255118703057791,28.9930651307256,437.3236787552213,152.10851389715174,148.93287078412206,89.80534505250787,84.90583018850944,18.10633520177595,59.28992397113418,1117.8049919373236,9799.816675549626,14305.6307,7596.4015,5860.1891,138.1864999999998,116.06420000000071,91.6281999999992,34.252700000000004,650.2559409090909,1
258,51,169.695153531234,162.1451972669177,144.52466797179002,55.23480276342322,41.185925165709655,12.304684889777558,24.06629275519132,1077.5142690470507,900.6097934177709,524.3138373150188,434.33742643249155,410.20970246935894,21.213203435596427,97.53909521987562,90.09439494219383,62884.36704231273,10674.707299999998,6416.208500000001,1060.5848000000005,448.20470000000205,388.0007000000005,299.99709999999686,32.00200000000041,209.30798627450977,1
97,22,131.12971894063108,90.0,54.3389492702585,28.30075576600639,17.643620972311748,10.744812916044893,23.291788916150736,510.03725354134673,491.2443383897671,263.50332066218823,111.19802156513397,88.0,27.292228703775592,85.10073462242862,399.0,23495.0,10960.176900000002,9815.502399999998,271.2516999999971,144.00830000000133,136.03190000000177,116.19000000000233,31.995350000001054,498.1898590909092,1
54,5,15.67029824420265,10.894666959588266,6.4691413272557154,5.144767722164623,0.0,8.68190414342199,9.544718563302814,385.40627913929995,127.7810627597063,87.28115489611719,35.90264614203248,7.211102550927978,87.28115489611719,128.7164490976168,640.3444385641216,447.5997334226855,1175.2851999999984,887.5312999999951,168.2702000000063,71.9951000000001,35.909599999999045,11.578999999997905,71.9951000000001,235.0570399999997,1
61,15,21.776268733461983,18.819110170121753,13.503993520949027,12.996438059570611,11.036875496766893,9.855137986435473,11.193435460847855,237.5310506018108,206.37102509800158,79.98124780221924,49.92995093127971,48.46648326421054,23.600847442411894,54.819315538553624,799.7662158406042,2188.798382987566,2860.6863999999987,2207.328999999998,119.89809999999852,89.01269999999931,79.56009999999515,71.98740000000544,48.88709999999992,190.71242666666657,1
30,9,69.80940837545954,27.51200262385147,18.705209929416128,16.09081634885219,11.309932474020195,13.700374411436194,20.66283071175454,272.1488563268271,32.38826948140329,24.020824298928627,13.341664064126334,10.770329614269007,10.770329614269007,42.663081561664654,373.001340480165,375.46245764081186,1830.5444999999963,773.2753000000012,411.8306999999986,319.9930999999997,136.00330000000395,92.96089999999822,92.96089999999822,203.39383333333294,1
29,3,23.19859051364819,7.0422292499878285,0.0,0.0,0.0,15.12040988181801,15.12040988181801,317.02523558858843,44.40720662234904,11.661903789690601,0.0,0.0,44.40720662234904,124.36478200020935,371.3448532025185,128.59744678878485,853.4051000000036,400.053700000004,393.32910000000265,60.0222999999969,0.0,0.0,393.32910000000265,284.46836666666786,1
58,16,98.39292518739249,34.505925913732895,19.653824058053313,18.533395082594236,11.49656301758577,10.491477012331634,18.071030965324372,678.3568382496045,135.20724832641184,63.12685640834652,61.66036003787198,14.212670403551895,12.0,67.37069894228803,931.9710295926585,3561.9433379285697,3854.5520999999935,1620.127499999995,1126.675099999993,364.65030000000115,279.54610000000685,155.68299999999726,38.0934500000003,240.9095062499996,1
54,12,168.6900675259798,127.03928600530381,21.960564020096463,18.001196906572506,17.020525611519865,13.654521735668288,38.20218555244167,309.6142761566398,128.41339493993607,80.77747210701756,72.13875518748573,56.08029957123981,28.408805322098235,62.265994462785265,704.7219309770344,958.0402855690352,12584.517,9243.888099999996,2584.4841000000015,303.91650000000664,133.52580000000307,72.75349999999162,65.71704999999929,1048.70975,1
82,19,115.34617594194671,72.97947438848014,60.01836063115067,40.36453657309736,20.854458039578365,13.822987681869346,25.321709016790187,562.6482026986312,174.72263734273244,65.52098900352466,64.8459713474939,58.034472514187634,23.194827009486403,63.566198814656914,912.0975824987149,13441.363331337712,5622.959300000002,3451.6843999999983,351.508600000001,296.7082999999984,275.97559999999066,251.2890000000043,88.01320000000123,295.94522631578957,1
51,11,43.017476138915626,34.95846339125904,34.77783136636388,24.796384831674867,21.80140948635181,19.17114618737368,21.59381206987449,817.2698452775558,91.54780172128658,53.16013544000805,46.06517122512408,35.73513677041127,24.0,102.31553471216453,1102.4744895007775,1084.5557075351783,1094.9058000000077,315.58430000000226,147.22389999999723,119.99120000000403,116.03949999999895,116.02659999999742,60.01999999998952,99.53689090909161,1
74,16,21.35283959470837,15.085705301112428,11.22042787006,11.198026796954009,10.912666628166024,9.743641287037127,10.071773480840227,524.4244464172127,139.52060779684126,61.29437168288782,60.207972893961475,60.00833275470999,39.19549571511757,71.97223253491099,1010.5068035396891,9062.325921925698,2357.760699999999,1724.441399999996,144.11160000000382,108.15630000000237,69.35349999999744,52.12579999999434,28.015100000004168,147.36004374999993,1
37,9,177.2736890060938,174.55134855864014,66.45568141317996,23.544523092083445,18.733361642916883,21.138942367500164,61.36376058512594,550.3108212637654,68.24221567329127,27.892651361962706,20.615528128088304,12.083045973594572,12.083045973594572,79.92700980121819,573.846669416143,334.6364285696383,11366.4418,10276.718800000002,599.7152999999962,215.88420000000042,99.92149999999674,90.07480000000214,90.07480000000214,1262.9379777777779,1
87,29,139.39870535499554,109.75947073521321,67.61986494804043,62.99590929724035,56.309932474020215,12.82096014979739,27.239182561558014,537.5434866129438,65.36818798161687,58.872744118140105,58.240879114244144,55.31726674375732,11.661903789690601,41.0634347244098,538.5434058643741,4239.6972558513,8345.423500000004,1880.3948999999993,1656.7262999999948,1215.40419999999,964.5129000000015,715.8966999999975,59.64220000000205,287.7732241379312,1
5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0147027033899,0.0,0.0,0.0,0.0,34.0147027033899,34.0147027033899,34.0147027033899,1.0877649092700312,343.568299999999,343.568299999999,0.0,0.0,0.0,0.0,343.568299999999,343.568299999999,1
69,23,117.14968169778315,60.94539590092286,38.263988785880656,37.504142360270144,29.05460409907715,11.087931960184562,20.624446514280535,521.5985045990834,92.35799911215054,90.09439494219383,70.68238818828917,40.607881008493905,13.038404810405298,46.81207722042698,720.8467243457516,3241.8209323500187,1060.110400000005,120.68000000000757,119.21270000000368,104.38360000000102,91.79990000001271,88.20160000000033,27.894799999994575,46.09175652173935,1
38,10,135.20987371156755,21.801409486351794,11.449337988500059,10.988651096493982,9.070083390345136,9.070083390345136,23.42896223232959,197.72961336127676,88.95504482602435,47.16990566028302,35.84689665786984,34.17601498127012,33.18924967873968,47.13404716072338,444.21278684882543,352.4256947004046,532.0286999999953,112.77929999999469,107.59619999999995,91.99899999999616,46.98619999999937,44.45799999999872,40.36525000000256,53.20286999999953,1
48,17,98.130102354156,39.450220576781255,22.24902365721237,18.6767017321901,15.945395900922858,13.098381909518917,19.627891240212136,112.80514172678478,96.17692030835673,77.10382610480494,49.03060268852505,46.010868281309364,21.587033144922902,34.935298575957546,487.04517244296756,2130.0734689480646,16857.2852,8060.258000000002,7287.434699999998,468.04649999999674,400.1241000000009,176.84900000000198,47.98509999999078,991.6050117647058,1
85,18,88.95837332399003,75.37912601136834,45.94818852692341,44.63813673029195,41.185925165709655,15.014559916097335,28.393799641315987,488.0860579856794,306.01470552899906,218.83783950679097,142.41137595009747,142.36923825040296,21.30541459327577,85.9239140852037,828.312139232548,7007.742281041669,23227.1768,9812.352200000023,6719.664499999984,5019.898000000016,820.6604000000079,142.69330000001355,75.24914999998873,1290.3987111111112,1
79,24,94.63546342690265,84.28940686250037,50.59933933652058,48.3664606634298,34.992020198558656,17.87087357847965,25.97072666290713,218.38727069131113,118.03812943282352,87.69264507357501,84.0535543567314,74.95331880577403,12.124075097262999,41.112717833259495,819.1361303226711,3426.605049021991,1390.9526999999944,272.34070000000065,160.43359999998938,95.57250000000931,76.22669999999925,76.00669999999809,44.015299999999115,57.95636249999976,1
103,30,90.48440557010714,53.58968431168595,52.733598099022856,20.965711840557404,19.389790076794206,11.309932474020227,17.342973951821033,301.2573650551966,205.05608988762074,150.37286989347513,142.0,134.8332303254654,22.616298221433112,52.67920124476701,439.13779158710537,11525.464437273487,5500.699499999988,3764.309200000018,467.8654000000097,227.20429999998305,105.10109999999986,104.0051000000094,41.92530000000261,183.3566499999996,1
58,15,140.82774816447372,101.0592963670664,60.26031984497461,17.89187712919821,15.791412989301815,10.872631573593155,30.2888935935708,318.190194694934,251.43189932862538,102.61091559868278,67.02984409947557,23.0,20.223748416156685,60.90631107513475,79.2464510246358,11114.087616695859,4992.391499999998,4331.8763000000035,196.84359999999288,103.99809999999707,103.65119999999297,80.30460000000312,23.206100000010338,332.8260999999999,1
90,22,127.58850714082115,56.88865803962798,21.837063358235774,21.208497824274087,20.947470586951155,10.836394079143744,19.91783020299841,585.5365061206688,257.5616431070434,175.41379649275024,134.39121995130486,64.8459713474939,25.107067608473706,72.79818812421917,101.31633629380802,28152.06416197974,2711.336800000019,1223.7143000000215,544.4349999999977,139.9158999999927,103.71789999998873,88.20330000002286,44.26359999999113,123.24258181818269,1
92,20,141.75065273770295,79.06090881680785,30.323606862549983,24.30454926593671,23.537114075280208,12.300538878998097,22.91857238965066,281.61853632174143,179.84715733088473,160.70158679988197,148.0,130.17296186228538,23.178406051282344,63.03897214804076,89.26925562588724,23652.19677476184,28987.679700000008,11683.972399999999,10832.520799999998,5676.177499999991,115.20600000000559,108.42860000001383,44.00084999999672,1449.3839850000004,1
71,16,50.1944289077348,46.930587441167,26.56505117707799,19.653824058053313,18.413513814751393,10.924379839922523,17.52423207216405,237.92856070678022,237.73935307390738,164.20109622045769,84.50443775329198,48.02082881417188,14.151371166439523,59.89725236889585,890.2999494552383,1303.3012084410298,1691.4049999999988,607.987999999983,140.00010000000475,119.99780000001192,116.02729999998701,115.29850000000442,81.99259999999776,105.71281249999993,1
58,11,48.81407483429036,24.22774531795417,15.12400730831056,14.919130076548516,11.309932474020227,10.287228229576598,15.169487543082107,387.5590277622236,294.0,58.9406481131655,56.0357029044876,55.80322571321482,39.319206502675,85.74715303891874,792.3698631321108,7153.153172175845,6058.0234000000055,4984.847399999999,271.4916000000085,253.91990000000806,199.99929999999586,104.0960999999952,83.74249999999302,550.7294000000005,1
8,3,12.119467733694389,10.569991220827069,0.0,0.0,0.0,11.344729477260728,11.344729477260728,45.0111097397076,21.587033144922902,19.697715603592208,0.0,0.0,21.587033144922902,28.765286162740903,85.15867542417507,30.413812651491096,374.7190999999875,172.23519999999553,107.70509999999194,94.77880000000005,0.0,0.0,107.70509999999194,124.9063666666625,1
19,11,23.860175191342346,22.61986494804042,17.793006166917447,17.744671625056945,17.318938431514734,16.911649906634878,15.385162182703422,87.72684879784524,29.832867780352597,26.92582403567252,20.396078054371138,11.40175425099138,11.045361017187261,20.734204595751844,217.20497231877542,176.41861321554865,518.468200000003,168.44610000000102,52.0963000000047,51.79790000000503,47.00380000000587,46.92619999998715,40.0966999999946,47.133472727272995,1
69,21,180.0,76.52424084407502,20.746080275683404,19.168974617365336,16.69924423399364,12.236492448798924,23.58307060187203,119.64113005150027,104.35516278555652,81.02468759581859,70.57619995437555,66.61080993352356,30.528675044947494,40.263236993185,579.6800841843715,5421.859549344743,7867.565199999983,3872.1686000000045,1500.008199999982,848.2835999999952,836.251500000013,156.2000999999873,39.75229999999283,374.64596190476107,1
33,16,135.75384833307078,73.30075576600638,66.92958775017536,43.21008939175394,33.6900675259798,14.452428251092973,31.236835864929,82.87339742040264,60.92618484691127,50.00999900019995,33.83784863137726,32.01562118716424,12.576473218982953,24.644448339120913,340.1543767173958,535.0335390545416,33496.93030000001,16837.14909999998,13499.998800000001,1591.3837000000058,679.9135999999999,281.0517000000109,66.00545000001148,2093.5581437500005,1
17,8,78.69006752597979,52.94347181059042,16.209024927807963,11.070202577939378,9.706652409339679,11.070202577939378,26.379908936815273,68.5054742338158,24.839484696748443,23.323807579381203,13.0,12.806248474865697,12.903124237432849,22.089331073848623,148.60013458944107,112.86665416783379,844.1750999999931,280.5828999999794,172.99589999997988,163.5230000000156,99.0346000000136,48.36110000000917,73.69785000001139,105.52188749999914,1
