section_count_before,section_count_after,angle_max1,angle_max2,angle_max3,angle_max4,angle_max5,angle_median,angle_average,section_max1,section_max2,section_max3,section_max4,section_max5,section_median,section_average,square_line,square,time,time_max1,time_max2,time_max3,time_max4,time_max5,time_median,time_average,condition
55,20,46.8965183032093,45.0,33.377832036430426,29.05460409907715,19.759470735213192,14.036243467926484,17.631422648621392,141.15594213493105,109.7679370308106,66.18912297349165,46.66904755831214,44.82186966202994,11.421121838594775,30.62519088583516,426.60168776037443,3850.3363843291654,2459.3615,393.0895999999998,356.3315000000001,302.1385,185.00099999999998,176.1174000000001,76.5385,122.968075,0
152,28,158.09811577312783,90.05880509003936,21.617579733687535,21.20281864380967,16.860976059784274,9.677769836246082,18.41573568504329,325.0246144525057,194.0,139.26952286842948,131.76494222667878,127.05904139414872,46.51585850891132,67.55443189901166,347.57013680694723,64392.125875966936,4934.4498,1704.2617,395.7038999999995,372.08730000000014,308.22569999999996,298.3003000000008,73.64025000000038,176.23035000000002,0
130,28,149.94872708078708,91.297740676739,89.00075632974271,88.90762810529722,55.23480276342322,10.572517664813073,28.363669638535818,354.54336829223024,183.412104289766,180.33579788827288,130.034610777285,123.664869708418,34.354917989562864,59.836258923205946,879.7010855966929,24756.138598178713,11347.499399999997,2415.7554999999993,2159.855800000001,1752.6285000000007,980.2127999999993,896.035899999999,101.5401499999989,405.2678357142856,0
82,42,94.82685878112298,68.19859051364818,56.88865803962798,44.24615166692924,36.32682595212024,12.25949933045603,20.005229630706335,185.80904176062046,47.0,43.86342439892262,43.840620433565945,43.41658669218482,11.313708498984761,21.69052071176915,624.980799705079,2993.7463693011346,8859.470099999999,2223.833200000001,836.0614999999998,563.5125000000007,551.4498999999996,428.3145000000004,80.08575000000019,210.93976428571426,0
124,35,119.05460409907714,81.02737338510362,42.72591123127298,34.76519723657679,20.338181174707508,9.838847405799498,17.309315234835307,460.82534652512334,405.0395042461908,152.3975065412817,99.02019995940222,66.06814663663572,12.041594578792296,48.21643357543383,474.03058973024093,28660.39511865975,3945.670600000005,767.4739000000009,612.038700000001,299.99229999999807,260.6212000000014,249.7206000000042,44.99430000000211,112.73344571428585,0
96,28,116.88534650934864,25.688143435647333,20.85445803957834,14.036243467926484,12.724355685422365,9.910920106135091,14.567348931975879,218.00917411888886,196.01020381602586,132.09466302617983,72.02777242147643,70.00714249274856,19.49569164704797,43.06923874850745,896.799866190891,17849.834286876026,8085.6264999999985,4647.710399999996,1140.0980000000054,552.1226999999999,512.1360999999961,246.15810000000056,39.999299999999494,288.77237499999995,0
36,13,168.31816429102363,24.486680931716013,20.741587898437402,19.301806436493425,19.198847283852018,12.120108594829095,26.053936247088142,167.70509831248424,78.10249675906654,34.0,32.31098884280702,26.68332812825267,13.152946437965905,34.01623980843805,346.2268042771963,1544.5164654896728,2011.1584000000003,863.8804000000018,347.99589999999444,183.13500000000204,128.0017000000007,123.98589999999967,72.0005999999994,154.70449230769233,0
56,13,21.801409486351794,15.12400730831056,14.491220242127785,13.86546668748063,12.131321066632482,11.720626770326355,11.922088757538853,415.0758966743311,102.9271587094485,79.40403012442127,35.84689665786984,12.649110640673518,10.816653826391969,54.94432149150763,711.1075867968221,355.4441053547898,1366.0824999999968,335.57180000000517,270.18589999999676,172.12769999999728,167.97179999999935,104.71790000000328,60.00880000000325,105.08326923076899,0
93,24,142.81529354676687,115.9533757023642,28.28218339080173,15.140983835076899,13.27064387640367,9.50593735781961,20.680703904941378,316.8359196808342,215.11392330576837,127.06297651164952,94.64142856064674,76.10519036176179,12.36931687685298,48.34263816083828,1108.1777835708492,1964.6414431667831,3767.6321000000025,2487.462599999999,167.50370000000112,136.1972999999998,128.26290000000154,108.20700000000215,43.552700000000186,156.98467083333344,0
133,18,115.44540649654883,53.18022988249752,48.94518622903757,45.75384833307077,21.80140948635181,10.784297867562596,23.180430339158146,1065.3360972012542,323.5753389861471,96.93296652842108,96.317184344228,44.598206241955516,17.265252382198927,101.43196006440192,1771.070015555568,6621.136317031207,3884.5286999999953,984.4939999999988,644.0666999999958,423.75479999999516,415.9265000000014,376.4178000000029,112.08859999999913,215.80714999999975,0
