section_count_before,section_count_after,angle_max1,angle_max2,angle_max3,angle_max4,angle_max5,angle_median,angle_average,section_max1,section_max2,section_max3,section_max4,section_max5,section_median,section_average,square_line,square,time,time_max1,time_max2,time_max3,time_max4,time_max5,time_median,time_average,condition
61,15,95.1021652523582,24.724421391009038,18.48796363963434,18.37883152498659,17.776405645358416,16.89332779697493,21.60578586680088,249.07027120874943,98.00510190801293,87.00574693662483,47.29693436154187,46.010868281309364,23.08679276123039,49.359731438297935,702.9687048510766,1078.7848659075887,1893.9935,640.0915,240.98899999999992,176.0002,164.3506,140.00099999999998,56.00310000000002,126.26623333333332,0
19,9,101.02345596374315,64.89225705335544,28.749661966209608,25.107742946644564,19.06171162831693,22.084727287480746,33.08261972436049,31.906112267087632,30.805843601498726,26.30589287593181,22.20360331117452,21.18962010041709,21.18962010041709,20.93483226842612,95.0789145920377,610.7768504633643,2222.5566,431.0110999999997,420.0574999999999,323.1498999999999,262.9531999999999,244.48080000000027,244.48080000000027,246.95073333333332,0
72,29,53.27053290509328,46.69715618960029,46.244188655230815,43.60281897270362,37.74680538727468,11.903168826661538,17.864889036231574,102.34256201600583,64.00781202322104,63.324560795950255,58.872744118140105,46.010868281309364,23.0,28.713315936533665,627.873394881484,4331.159788213849,3666.6483,568.9801000000007,370.384,363.09529999999995,343.29219999999987,335.7300000000005,65.01540000000023,126.43614827586207,0
46,24,118.495638618245,36.88567291513513,29.638383688151336,28.009176708013836,21.801409486351794,10.407711312490086,18.423431788701013,103.3537614216338,48.010415536631214,39.408120990476064,33.12099032335839,29.698484809834994,12.083045973594572,21.81106365742865,154.69324484281788,4468.63727438383,1974.1710999999996,264.72350000000006,224.02000000000044,221.29080000000067,166.9987000000001,111.0002000000004,63.9985999999999,82.25712916666664,0
176,51,175.36453657309738,164.0957618964035,161.71503978606546,109.74683660542613,96.54629078329404,10.206631424947947,28.731058309401106,250.28783430282823,234.92339176846565,226.37358503146962,192.7615106809448,99.00505037623081,21.2602916254693,44.84027656644768,874.8508444300662,11431.518942540662,13170.9465,4509.424799999999,3725.0946000000004,1112.5033000000003,465.2404999999999,362.7070999999996,48.00010000000111,258.2538529411765,0
18,12,49.63546342690264,27.95961679471201,27.255328374943065,17.020525611519865,14.890182367327148,14.036243467926484,17.90777056015857,43.41658669218482,23.769728648009426,21.633307652783937,20.615528128088304,10.816653826391969,10.63014581273465,14.721766053140433,171.30382365843442,54.31285654517205,1742.1517000000022,452.2099999999991,447.70140000000174,279.13110000000233,140.4275000000016,131.0193999999974,57.99014999999963,145.17930833333352,0
101,37,63.43494882292201,38.65980825409009,24.82934658814959,22.285587646832763,21.960564020096463,11.258912202988107,14.073956110184035,323.0139315880973,167.91962362987834,101.20276676059801,101.13851887386922,53.75872022286245,11.313708498984761,34.134105193405944,1197.641014661739,2440.449153142528,2985.9130000000005,585.1267000000007,294.89630000000034,292.3816000000006,198.9914000000026,184.00110000000132,44.01879999999801,80.70035135135136,0
85,24,41.185925165709655,30.96375653207352,27.97947438848014,27.51200262385147,24.527720480258086,9.815598882753703,14.828786395943604,222.76669409945464,104.34557968596465,100.31948963187563,92.61209424259879,84.00595217006948,21.059409575678814,39.11258059500352,836.5434836277192,5834.900510888711,4334.763300000002,843.9569999999985,629.2035000000033,459.6197000000029,320.00909999999567,312.00220000000263,124.50115000000005,180.6151375000001,0
105,30,72.25532837494306,60.94539590092286,47.36137465817563,33.10277372662208,23.344010961577496,13.284866484902215,18.506275485329517,297.6726389845059,290.68883707497264,165.42369842317032,100.9752444909147,66.0,15.710787018687727,44.62360516417129,1057.783059043772,18582.49178027969,4467.4899000000005,1259.049300000006,499.5176999999967,417.65869999999995,348.64309999999386,253.1316999999981,77.96630000000005,148.91633000000002,0
69,27,34.21570213243741,33.690067525979785,30.323606862549983,29.054604099077142,28.029680982283367,11.83264616955188,15.181584512473865,246.48935068274247,112.53888216967503,102.35721762533407,37.36308338453881,34.058772731852805,12.165525060596439,31.47250839270544,812.4192267542663,3601.1887750225947,1687.7748999999967,315.3767000000007,239.00039999999717,127.9994000000006,92.07250000000204,87.97760000000562,43.01840000000084,62.51018148148136,0
139,42,151.69924423399362,110.045249425421,86.18592516570965,27.255328374943065,27.012665347938537,10.690238276499088,19.0291394302381,236.01906702637396,190.51771571168914,116.70903992407786,104.0096149401583,101.92153844992725,20.28794186406334,40.71224436356905,255.8378392654222,7161.231525643285,5249.327299999997,1406.785100000001,901.2172999999966,404.6503999999986,191.98790000000008,188.09249999999884,60.511599999998,124.98398333333327,0
30,12,33.118168575318045,24.370120053873812,19.759470735213192,15.028505067927298,12.652556500557967,12.0365362530158,14.37560503654724,108.74741376235114,51.19570294468082,45.254833995939045,22.47220505424423,22.02271554554524,17.096365395354724,28.298960964287627,331.79813139919884,202.67142468953148,3773.6094999999987,2802.0985999999975,393.5118999999977,157.0014999999985,77.99840000000404,76.00039999999717,60.999900000002526,314.46745833333324,0
116,38,138.81407483429035,56.309932474020215,31.78091509298342,29.875992691689422,29.05460409907715,13.190610712206839,18.86904987755635,342.23529917295207,114.58621208504974,103.01941564578979,81.00617260431454,69.05070600652827,20.748070572954703,36.944262903504175,483.23079372076444,8715.669727028459,7112.159599999999,2688.318999999996,797.0882999999958,417.02560000000085,311.9968999999983,278.03639999999723,76.51659999999902,187.16209473684208,0
