section_count_before,section_count_after,angle_max,section_max1,section_max2,section_max3,section_max4,section_max5,section_median,section_average,square,time,time_max1,time_max2,time_max3,time_max4,time_max5,time_median,time_average,condition
2,1,0,16.278820596099706,0,0,0,0,16.278820596099706,16.278820596099706,0.24571804673358047,72.006,72.006,0,0,0,0,72.006,72.006,1
28,14,58.13402230639633,101.43470806385751,39.0,25.0,23.430749027719962,22.135943621178654,12.082762530298218,22.7925532331924,37.85872016932786,656.6037,133.7614000000001,75.75799999999998,73.63059999999996,69.2491,42.025800000000004,36.963900000000024,46.90026428571429,1
61,16,133.05191499348504,141.8344104933637,123.00406497347964,112.0044641967453,104.00480758118829,61.032778078668514,31.262433634993368,50.129960704145404,60.01147451287132,3050.3306,2048.6693,204.25560000000007,148.308,134.95429999999988,134.13580000000002,39.62644999999998,190.6456625,1
61,5,18.990003595991954,439.0410003632918,388.6708118704053,34.0147027033899,13.0,8.06225774829855,34.0147027033899,176.55775453707713,17.32672602154529,1593.1998999999996,968.6118999999999,344.73309999999947,139.54710000000068,124.30789999999979,15.999899999999798,139.54710000000068,318.6399799999999,1
69,9,72.25532837494306,592.5040084252595,133.73481222179961,127.62444906835053,77.10382610480494,33.015148038438355,33.015148038438355,111.29533094600144,92.19579706654666,1253.9997999999996,328.4841999999999,235.47980000000007,191.08550000000014,149.07600000000002,133.91479999999956,133.91479999999956,139.33331111111107,1
69,8,72.97947438848014,998.4813468462994,405.14935517658176,363.3730865102698,37.0,31.76476034853718,34.38238017426859,234.88790703640313,50.28527945879224,770.9588999999996,188.10720000000038,171.99339999999938,111.8819999999996,105.98599999999897,78.24419999999918,92.11509999999907,96.36986249999995,1
34,7,26.241349652157766,315.7863201596928,76.21679604916491,46.75467891024384,23.706539182259394,21.95449840010015,23.706539182259394,72.17591510873207,10.320235314936744,516.9990999999991,214.1256999999987,79.07700000000114,70.02069999999912,57.20930000000044,48.39559999999983,57.20930000000044,73.85701428571416,1
38,10,117.68106156848526,195.0640920313116,100.66280345788111,55.00909015790027,52.20153254455275,38.8329756778952,26.487555650813075,49.57111382168425,116.31062236920445,826.8143,243.83790000000045,137.54500000000007,135.49159999999938,104.09119999999893,60.845900000000256,60.64710000000014,82.68143,1
61,12,172.05652818940965,496.08164650589526,130.24976007655445,114.79111463872106,56.859475903318,26.419689627245813,18.176149152746042,75.53492476960746,21.933333333333334,878.7713000000003,226.88450000000012,171.95730000000003,147.15949999999975,82.98710000000028,44.494800000000396,39.665099999999256,73.2309416666667,1
30,16,84.4871875781659,40.718546143004666,35.510561809129406,34.20526275297414,33.0,33.0,16.858176813189253,21.272970134747915,50.620514314227705,2130.8014000000003,937.9186000000009,256.66460000000006,201.91539999999986,166.4456999999984,129.26050000000032,52.50550000000021,133.17508750000002,1
36,11,59.03624346792648,201.9925741209315,74.67261881037788,36.05551275463989,25.0,23.0,12.041594578792296,38.22041219146716,12.698140428381814,789.8646000000008,158.44540000000052,141.8719999999994,96.46879999999874,83.33489999999802,78.07410000000164,58.54270000000179,71.8058727272728,1
6,2,17.216073587790724,54.08326913195984,8.246211251235321,0,0,0,31.16474019159758,31.16474019159758,1.8997529098110366,508.3344999999972,331.8221999999987,176.5122999999985,0,0,0,254.1672499999986,254.1672499999986,1
27,5,16.568337083100584,184.45866745696716,99.92497185388645,68.15423684555495,15.0,10.04987562112089,68.15423684555495,75.51755035550589,8.18395270652674,392.47969999999987,148.83650000000125,92.54030000000057,83.64069999999992,52.3153999999995,15.14679999999862,83.64069999999992,78.49593999999998,1
69,12,177.03906386583625,541.2023651093923,349.05730188609436,174.23260314877925,138.70832707519762,47.80167361086848,39.069654610122996,114.55668874934067,43.32098747665383,1250.7165999999997,406.29030000000057,235.1777000000002,169.68759999999747,78.0007000000005,68.00010000000111,57.88414999999986,104.22638333333332,1
2,1,0,15.0,0,0,0,0,15.0,15.0,0.0,326.3315999999977,326.3315999999977,0,0,0,0,326.3315999999977,326.3315999999977,1
23,12,70.24052926478679,74.94664769020693,54.12947441089743,23.021728866442675,22.02271554554524,19.235384061671343,15.588325269379276,22.624189760914152,17.07928652524708,561.5998000000036,115.57229999999981,104.01169999999547,60.130199999999604,56.39850000000297,55.30500000000029,41.18845000000147,46.799983333333635,1
15,2,52.88961780827981,381.2033578026301,34.0,0,0,0,207.60167890131504,207.60167890131504,7.099014395112787,150.18480000000272,82.338800000005,67.84599999999773,0,0,0,75.09240000000136,75.09240000000136,1
67,10,14.036243467926484,681.8357573492315,113.8859078200635,32.984845004941285,31.78049716414141,28.284271247461902,25.64213562373095,95.6196977612596,9.14523169640395,922.9821000000011,240.20870000000286,214.9852000000028,152.2462000000014,119.50329999999667,55.334600000001956,47.05214999999953,92.29821000000011,1
127,23,139.74198932184584,528.8071482118978,435.1471015645169,365.68975922221284,114.5294721894762,113.45483682946268,26.419689627245813,85.81189771457599,146.4682865259832,5648.553699999997,2714.6638999999996,635.8889999999956,620.1205000000045,515.0089000000007,198.99210000000312,65.3434999999954,245.58929130434768,1
40,14,37.971603761050396,237.10335299189677,62.5859409132754,47.16990566028302,43.56604182158393,39.6232255123179,20.352128618907322,38.82719257787511,14.46607442394582,1432.7436000000016,919.9940999999963,100.01140000000305,83.09509999999864,72.00499999999738,56.00560000000405,35.31785000000309,102.33882857142869,1
51,8,179.4480689171196,505.2860575951013,414.2909605579151,366.0191251833707,165.0272704737008,155.65346125287417,160.3403658632875,220.17002029823615,61.43408459572252,1203.1648999999961,428.07109999999375,396.29409999999916,226.81410000000324,63.97909999999683,32.01780000000144,47.99844999999914,150.39561249999952,1
61,15,71.56505117707799,939.2049829510063,204.60694025374605,201.06217943710845,50.59644256269407,41.7612260356422,23.345235059857504,105.56783945354627,55.29357199656352,1100.6062999999995,305.6021000000037,256.45939999999973,80.02889999999752,74.18240000000515,72.6955999999991,45.85559999999532,73.3737533333333,1
14,4,149.71965971749327,107.00467279516349,32.2490309931942,10.770329614269007,7.0710678118654755,0,21.509680303731603,39.27377530362304,20.402308444753547,1837.1276999999973,1100.8483999999953,461.53770000000077,219.4377999999997,55.3038000000015,0,340.48775000000023,459.2819249999993,1
11,3,27.739050433439832,102.00490184299969,14.7648230602334,5.0990195135927845,0,0,14.7648230602334,40.62291480560862,4.20618305774823,961.2152999999962,644.6127999999953,188.7265000000043,127.87599999999657,0,0,188.7265000000043,320.40509999999875,1
57,11,38.568354573556014,246.26002517664128,193.56910910576616,95.88013350011565,57.77542730261716,32.0624390837628,23.259406699226016,64.25087031020259,17.529452119082247,2352.6152999999977,1259.8454999999958,561.0069999999978,160.00790000000416,104.2309000000023,71.08430000000226,55.91359999999986,213.87411818181798,1
21,10,34.992020198558656,79.2464510246358,36.05551275463989,33.95585369269929,21.540659228538015,13.0,12.603277807866851,23.610102675146187,14.923155181058235,518.4591,82.00089999999909,70.99779999999737,65.43940000000293,64.57549999999901,56.00020000000222,54.58179999999993,51.84591,1
56,17,46.27067768686786,216.3631207022121,126.56223765404908,94.92101980067429,79.25906888173743,47.0,24.041630560342615,45.396292564735454,112.7350137448442,9642.257199999993,8580.296999999999,329.71510000000126,182.99169999999867,84.0086999999985,76.06550000000425,41.010800000003655,567.1915999999995,1
43,10,12.207611905384585,165.3027525481654,105.75916035975324,88.81441324469807,55.08175741568164,52.55473337388365,42.965685955220465,55.29166362498955,26.97591922129456,4416.254000000001,3948.5386,287.7225000000035,89.99839999999676,36.973199999993085,20.0,15.486799999998766,441.62540000000007,1
44,10,17.274008531665682,258.8358553214759,133.2216198670471,123.90722335683259,109.65856099730654,56.08029957123981,45.28108943518657,78.23819046740302,41.695295681218575,458.71579999999085,145.16869999999471,73.0003999999899,56.16809999999532,52.23309999999765,40.02829999999085,36.57979999999952,45.871579999999085,1
