section_count_before,section_count_after,angle_max1,angle_max2,angle_max3,angle_max4,angle_max5,angle_median,angle_average,section_max1,section_max2,section_max3,section_max4,section_max5,section_median,section_average,square_line,square,time,time_max1,time_max2,time_max3,time_max4,time_max5,time_median,time_average,condition
74,27,136.6451184517373,99.16234704572172,75.69972255081441,38.290163192243064,27.89727103094763,13.116096368141733,24.659713337832724,181.66177363441105,112.16059914247963,106.53168542738823,106.21205204683694,74.52516353554684,11.661903789690601,36.02022835782285,803.2160356964993,3637.8606379119815,7595.9194,5544.7833,608.0150999999996,296.9961000000003,215.9940000000006,171.01029999999992,35.018599999999424,281.3303481481481,0
88,20,122.27564431457763,71.56505117707799,41.508315300979525,34.69515353123398,25.114834886144557,9.856159269554468,22.756484519906678,218.0,194.12624758130983,117.957619508025,80.1311425102625,71.16881339463234,35.34826657673598,54.38943564561828,996.6192853843437,2429.8094924644347,4177.442100000001,2444.222200000001,404.1409999999996,284.0126999999993,276.9934000000012,204.00820000000022,39.81630000000041,208.87210500000006,0
25,7,79.09497795476555,30.96375653207352,23.629377730656824,15.398314460952982,11.421186274999291,19.5138460958049,27.930046180662377,230.46474784660668,15.811388300841896,12.36931687685298,11.045361017187261,10.04987562112089,11.045361017187261,41.60068269230054,251.5094431626773,354.8296194281551,835.7267999999985,367.7335000000003,235.98240000000078,76.02009999999973,71.98159999999916,55.997699999999895,71.98159999999916,119.38954285714264,0
14,6,29.05460409907715,14.036243467926484,13.799485396019389,9.96503749768649,8.356566706497162,13.799485396019389,15.042387433441338,52.61178575186362,47.01063709417264,20.591260281974,13.601470508735444,11.40175425099138,17.096365395354724,24.36948464795618,142.01408380861386,117.15739420903,561.0071000000007,148.0017000000007,143.999600000001,104.01139999999941,91.99679999999898,44.008200000000215,98.0040999999992,93.50118333333346,0
151,29,159.96898731910227,156.5436582215005,152.74467162505695,91.90915243299638,44.69029610004117,9.598369716757448,30.57423257256727,424.9517619683439,421.6266120633279,203.57799488156869,141.6827441857335,128.69343417595164,32.01562118716424,72.68907866157753,1190.1214223767254,59593.35212903152,5827.209000000001,2315.6323999999986,1724.0836000000018,249.00019999999859,192.02870000000075,131.9989000000005,47.999299999999494,200.93824137931037,0
100,22,155.5560452195835,60.94539590092286,34.38034472384487,31.7594800848128,27.255328374943065,10.304846468766009,21.80303582617735,333.253657144224,301.0813843464919,228.02192877001983,73.55270219373317,53.23532661682466,12.041522986797286,55.920449414412175,1121.6461117482643,4761.927085607148,3521.209499999997,726.0517,515.0128999999979,372.9976999999999,359.99960000000283,271.998599999999,75.52170000000115,160.05497727272714,0
125,21,30.323606862549983,24.004007648117632,17.277615754792492,14.503741720033469,14.220770300187985,11.664126651730761,11.588052089435866,1144.7619839949264,252.81020549020565,192.92485583770693,140.03570973148243,74.24957912338628,16.1245154965971,99.57421846595378,1801.440534683285,16651.768083631952,2558.672699999999,970.5722999999998,372.02939999999944,319.0128999999979,312.03190000000177,158.99930000000313,23.991800000003423,121.8415571428571,0
155,30,98.82037955202107,32.70141015592012,24.174047321011614,23.838740183171726,19.06919353734812,9.199389729756085,14.276147706305423,265.9624033580686,237.6257561797542,180.29420401111068,166.20770138594662,149.57606760441325,41.46477277077075,68.23290391062841,1545.9010317610891,50433.53836900029,3831.186300000001,1900.0829000000012,587.0222000000031,151.9987000000001,140.02300000000105,99.99850000000151,44.501399999999194,127.70621000000004,0
139,30,156.65598903842252,143.32565033042684,44.47676541781582,43.09084756700363,37.0565281894096,10.980650010173555,24.495473713068034,474.23622805517505,177.15812146215595,164.19500601419034,151.32745950421557,116.29703349613007,18.30776406404415,62.253606970615415,1384.2749004442724,41204.337362249404,3750.5020000000004,1260.0594999999958,307.9989999999998,303.02790000000095,295.99939999999697,287.383600000001,44.000449999999546,125.01673333333335,0
24,15,62.74467162505693,54.01070954681765,40.96228937902288,29.74488129694223,28.07248693585296,19.832410880607206,24.29993945756264,43.41658669218482,34.655446902326915,34.0,24.20743687382041,21.18962010041709,11.704699910719626,17.792595181630613,66.2872536767062,1424.9798379140452,2744.0561000000016,999.9634000000005,307.9999000000025,275.99989999999525,236.0005999999994,195.99990000000253,96.0506000000023,182.93707333333344,0
