section_count_before,section_count_after,angle_max,section_max1,section_max2,section_max3,section_max4,section_max5,section_median,section_average,square,time,time_max1,time_max2,time_max3,time_max4,time_max5,time_median,time_average,condition
68,25,90.0,313.2602751706638,134.5362404707371,79.12016177940993,63.324560795950255,36.40054944640259,11.180339887498949,34.55903978134554,76.50685542470804,7176.910700000008,1843.9976000000024,1519.5962999999756,1464.8503999999957,736.9824000000372,435.5,56.00200000003679,287.0764280000003,0
14,7,180.0,34.0147027033899,32.526911934581186,32.202484376209235,11.180339887498949,10.816653826391969,11.180339887498949,20.285912050505793,14.239298823659105,3204.3979999999865,1194.036299999978,845.8834999999963,768.203600000008,176.12160000001313,127.75010000000475,176.12160000001313,457.77114285714094,0
83,14,88.2642954110716,1202.1202102951268,181.13530854032848,94.92101980067429,72.00694410957877,71.69379331573968,16.4364295284151,122.99485765623608,89.49090739825718,2672.081999999995,965.1236999999965,351.8204999999725,248.35100000002421,223.99739999999292,223.78510000003735,96.02374999999302,190.86299999999963,0
106,28,162.17026577432281,447.3611516437251,171.73234989366446,115.52056094046635,94.87360012142472,85.42833253669417,22.2918719454511,51.7962356324472,177.52832176497057,3530.5601000000024,1723.9627999999793,595.185999999987,156.03779999999097,155.5454000000027,144.00229999999283,40.00105000002077,126.09143214285723,0
52,18,41.694169768450315,175.4821928287882,77.10382610480494,62.96824596572466,51.894122981316485,40.44749683231337,22.365158626404952,36.22197691556033,43.6116137315756,1149.341400000034,397.86290000006557,151.22549999994226,130.9936999999918,116.03350000001956,68.37309999996796,31.67190000001574,63.85230000000188,0
119,19,94.31341211020326,744.186132630809,451.4000443065995,127.91012469699183,82.02438661763951,62.76941930590086,11.313708498984761,87.05553765616821,120.65649396405968,4064.301700000069,1939.0709999999963,599.2877999999328,264.001200000057,229.0050999999512,228.59279999998398,63.97100000001956,213.91061578947733,0
121,29,48.81407483429036,435.82221145783745,228.60008748904713,196.45864704817652,147.18695594379278,99.92497185388645,13.0,56.51327984387424,235.32881093177502,3574.74860000005,744.652599999914,495.98380000004545,419.358899999992,392.51699999999255,199.33870000008028,59.365100000053644,123.26719310345,0
134,41,158.19859051364818,219.18029108475972,183.5755975068582,147.0,132.23085872821065,126.58988901172162,14.866068747318506,42.09568133870342,167.65757455841504,7050.395399999921,2772.7489999999525,1232.4086999999126,623.4236999999266,476.1660999999149,437.0529999999562,39.996899999910966,171.96086341463223,0
81,19,109.38451567935783,275.6374430297887,116.92732785794773,71.58910531638176,70.09279563550022,64.66065264130884,36.124783736376884,51.0286158980537,64.8053600990954,3579.2715000000317,1020.2316000000574,648.1153000000631,635.4663999999175,304.0093000000343,203.47510000003967,60.95889999996871,188.38271052631745,0
40,13,147.52880770915152,130.87398519186308,113.22543883774529,99.03534722511958,64.00781202322104,46.09772228646444,18.35755975068582,43.04948506965981,18.0957284866215,1011.4601999999722,427.0254000000423,127.99849999998696,120.43940000003204,72.62939999997616,59.696499999961816,35.997499999939464,77.80463076922864,0
75,16,54.93638994342833,257.53058070838887,114.6298390472568,107.70329614269008,101.21264743103995,99.36800289831733,43.13503677229434,60.345267050608776,128.8615930316383,1565.9664999999804,400.5877999999793,282.61959999997634,148.5415000000503,103.42180000001099,84.24659999995492,61.50284999998985,97.87290624999878,0
43,15,124.09497795476555,187.83237207680682,61.554853586049575,57.14017850864661,52.630789467763066,49.73932046178355,23.430749027719962,37.90835631621477,35.905799839182826,8142.270600000047,7196.003799999948,270.03120000008494,135.46810000005644,103.4053000001004,60.69680000003427,44.477799999993294,542.8180400000032,0
114,44,174.28940686250036,175.2826289168439,172.66151858477326,151.64761785138597,108.34205093129813,88.83692925805124,11.40175425099138,32.93392657636488,86.30744843764631,37888.5013,13764.644700000063,5804.044200000004,5052.305999999982,4071.4824999999255,2984.8268999999855,61.99550000001909,861.1023022727273,0
46,17,129.14398641457103,146.8911161370898,99.40321926376429,96.74709297958259,25.079872407968907,25.0,11.313708498984761,31.316814979612225,97.1138162531636,5056.171800000011,1741.5035999999382,1011.0239999999758,840.6750000000466,608.1380999999819,291.9973999999929,40.129500000039116,297.42187058823595,0
102,17,59.03624346792648,300.28819490616013,299.7081914129142,214.1494805036893,142.33762678926468,103.04368005850722,45.48626166217664,84.45836695968069,122.1832308908178,2498.795000000042,1306.3255000000354,258.18210000009276,244.3082000000868,120.84339999989606,91.60999999998603,48.46350000007078,146.98794117647304,0
31,12,46.73570458892839,139.12943613772032,45.0,33.28663395418648,32.01562118716424,21.470910553583888,10.816653826391969,28.471324539695132,13.85202176886157,3472.479399999953,2360.8024999999907,336.6045999999624,187.50890000001527,147.7567000000272,96.27839999995194,79.75954999995884,289.3732833333294,0
14,8,126.13369134247053,41.0,33.015148038438355,21.540659228538015,10.63014581273465,10.295630140987,10.462887976860825,16.355237488506496,21.77252289665358,3842.5289999999804,1203.8837999999523,1191.8549000000348,527.0322999999626,273.48990000004414,179.99660000007134,226.74325000005774,480.31612499999756,0
91,20,135.69027719786507,481.49974039453025,123.10158406779338,121.00413216084813,105.32331175955302,44.384682042344295,14.5,57.30260812511359,9.696059960390572,1602.8408000000054,688.533400000073,160.1109999999171,142.35309999994934,123.86770000006072,112.4723000000231,25.9949000000488,80.14204000000026,0
34,13,29.05460409907715,142.44297104455524,129.0348790056394,39.0,12.806248474865697,11.180339887498949,11.0,31.65405049607218,30.6623856039042,1157.1986000000034,579.8943999999901,159.7950000000419,120.19250000000466,71.66099999996368,44.010299999965355,37.66009999997914,89.01527692307718,0
30,11,45.0,104.5609869884557,49.72926703662542,46.69047011971501,45.09988913511872,24.698178070456937,14.0,30.978324543251134,6.3143714964341715,2626.7770999999484,1152.4605999999912,539.8181000000332,276.6435000000056,179.84239999996498,175.01889999990817,119.99210000003222,238.7979181818135,0
66,20,95.59933933652059,177.05366418123066,147.09180806557515,117.23907198540937,76.55063683601855,47.07440918375928,12.444647224230135,41.47621248155564,164.42709300375677,7101.488699999987,3430.144100000034,1602.5668999999762,643.0130000000354,383.76529999997,317.75459999998566,46.37984999996843,355.07443499999937,0
96,22,109.5304601301178,406.36559893770533,171.618763542918,168.24089871371942,112.4144118874444,61.71709649683789,17.00383407348637,57.59328577215858,69.22171708458308,58036.27410000004,56400.07129999995,347.5810000000056,239.99210000003222,176.03680000000168,151.99400000006426,56.50005000003148,2638.012459090911,0
83,10,54.52466797179,1385.478978548574,185.1944923587092,55.57877292636101,35.34119409414458,34.9857113690718,28.12300149727055,175.16435196219186,70.67266438159608,894.7798000000184,212.12959999998566,156.28249999997206,144.3412000000244,64.62870000000112,63.70200000004843,59.956800000043586,89.47798000000185,0
71,18,80.52644332554718,236.61994844053194,210.76052761368766,130.8166656049603,95.01578816175763,32.802438933713454,11.934229702712152,48.665509323789244,27.39125081370607,4487.12659999996,1903.606299999985,1314.0224999999627,279.79430000006687,211.99760000000242,179.19160000002012,65.89244999998482,249.28481111110887,0
45,17,146.371474641022,140.45995870709916,81.5659242576212,75.23961722390672,48.877397639399746,41.10960958218893,11.661903789690601,30.592940986875124,48.44247372372042,7195.815500000026,3203.743999999948,1220.4934000000358,659.527999999933,304.1955999999773,304.0034000000451,170.99719999998342,423.2832647058839,0
2,1,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,292.80509999999776,292.80509999999776,0.0,0.0,0.0,0.0,292.80509999999776,292.80509999999776,0
2,2,91.78991060824606,6.4031242374328485,5.0,0.0,0.0,0.0,5.701562118716424,5.701562118716424,4.0,349.9889999999432,233.9893999999622,115.999599999981,0.0,0.0,0.0,174.9944999999716,174.9944999999716,0
21,9,159.88036685918172,89.47066558375433,36.40054944640259,33.97057550292606,25.238858928247925,21.095023109728988,21.095023109728988,26.59750507463687,8.261143785767711,932.8610000000335,220.02700000000186,187.95209999999497,156.88710000005085,131.0903999999864,88.10970000002999,88.10970000002999,103.65122222222595,0
4,3,58.57043438516149,21.095023109728988,9.848857801796104,1.0,0.0,0.0,9.848857801796104,10.647960303841698,0.8602915336341743,311.4196000000229,160.4106000000611,110.99849999998696,40.010499999974854,0.0,0.0,110.99849999998696,103.80653333334097,0
48,8,164.58865134284306,287.2716484444645,155.0290295396317,128.76334882255898,34.36568055487916,21.540659228538015,27.95316989170859,80.79863779458464,153.67576106035878,1373.5917999999365,497.8763999999501,252.72239999996964,244.30430000007618,134.99989999993704,80.07189999998081,107.53589999995893,171.69897499999206,0
