,section_count_before,section_count_after,angle_max,section_max_value,section_average_value,section_median_value,square,time,time_median,time_average,condition
38,137,26,83.56526084896329,562.1681243186953,97.59199538307192,23.224083380001808,275.48453763226075,2422.721899999997,45.50510000000213,93.18161153846141,1
39,74,19,23.344010961577496,439.1924407364043,60.55655862943966,31.622776601683793,73.218754401926,1602.5809000000008,48.111400000001595,84.34636315789479,1
40,44,16,179.5017883873861,118.51160280748886,36.37751714653542,22.435017431568482,87.61073161489347,4238.050500000005,25.998749999998836,264.8781562500003,1
41,15,10,46.6846843178963,45.617978911828175,16.474165420373556,11.090169943749475,15.758379695014488,1166.5305999999982,61.00760000000082,116.65305999999983,1
42,160,30,56.30993247402022,426.07511074926686,76.51647979287613,21.606601717798213,575.5822733244308,2405.2646999999997,49.80964999999924,80.17549,1
43,54,11,84.28940686250037,756.0165342107274,85.1994030061659,11.0,29.847306136149896,1058.3357000000033,77.99409999999625,96.21233636363667,1
44,95,24,134.23610153907003,143.024473430249,52.65570024223677,33.64141733271515,229.62674367528976,2475.6398000000045,56.01180000000022,103.15165833333351,1
45,104,28,82.74680538727468,900.6497654471465,61.41429379945456,12.062320276193434,132.51309804426802,4565.348100000003,32.06239999999525,163.04814642857153,1
46,31,9,163.94001269283936,130.0,41.933129287183206,21.02379604162864,12.559999999999999,821.5027999999875,104.12360000000626,91.2780888888875,1
47,117,23,136.1457628381751,372.15050718761626,82.7012791123415,27.65863337187866,137.15698608307264,1820.800900000002,31.999800000005052,79.16525652173922,1
48,81,12,42.25920940581743,659.6673404072692,121.62504643383151,31.595625608952727,13.45159619969086,1509.4416000000056,44.07785000000149,125.78680000000047,1
49,72,15,163.88539981356303,374.78660595063957,75.03937489023197,23.40939982143925,176.34056097129505,2912.7535999999964,42.61480000001029,194.1835733333331,1
50,60,18,80.13419305691563,335.0373113550191,42.856542983611064,11.421121838594775,93.94111781620173,1249.5862999999954,23.64364999999816,69.42146111111086,1
51,10,5,12.81847045624763,47.042533945356304,20.524206135188443,13.152946437965905,0.5277909059007625,145.9774999999936,24.22959999999148,29.19549999999872,1
52,49,11,118.85150844886687,122.06555615733703,56.47199660587992,34.438350715445125,102.56667314408786,1659.0472000000009,53.99910000000091,150.8224727272728,1
53,14,5,41.34777721969367,112.16059914247963,33.9285181281344,12.0,10.326156332329115,561.1199999999953,87.00049999999464,112.22399999999907,1
54,81,16,25.95646942695693,316.07752213657966,83.12069839386574,20.88681819040154,118.227412670732,1917.5665000000008,54.07704999999987,119.84790625000005,1
55,91,21,14.708024837218977,254.7508586835381,55.939183749782266,32.64965543462902,127.80720504307413,977.7577999999921,20.000399999989895,46.55989523809486,1
56,21,8,82.31601817026605,74.09453421137081,30.363005929332544,19.41353125945639,35.1638472560406,2237.210699999996,49.80735000000277,279.6513374999995,1
57,74,18,35.475332028210005,315.6342820417326,55.80862209603543,28.20949056496299,113.28610229030286,1488.0466999999917,36.00054999999702,82.66926111111064,1
58,103,12,94.6106493186606,603.1193911656298,142.66595847674532,63.00810128757094,151.75493564891434,954.7649999999994,60.502199999995355,79.56374999999996,1
59,31,9,151.93509989931366,100.65783625729296,43.942043582829996,34.058772731852805,7.828955175032373,466.270199999999,16.38190000000759,51.807799999999894,1
60,13,4,16.932579451923488,57.0087712549569,33.12688688937596,27.63751394319513,3.5315887378150936,285.86999999999534,64.59794999999576,71.46749999999884,1
61,61,10,21.70053673931747,427.57572428752314,148.25172027879782,82.34623606282673,50.600028378159294,980.0714000000007,40.09864999999991,98.00714000000008,1
62,10,5,11.309932474020227,61.0,19.620155593018154,10.198039027185569,2.8722640246421993,345.44460000000254,51.12589999999909,69.08892000000051,1
63,79,13,15.00390173689676,334.3067453701765,78.39578268088918,22.561028345356956,22.45576974306037,906.1039999999921,40.0054999999993,69.70030769230708,1
64,34,9,127.52121032072746,130.43005788544295,54.20135374744373,32.64965543462902,13.282850398547847,2056.4066999999923,56.020000000004075,228.48963333333248,1
65,50,7,23.78504218622918,168.34488409215172,90.58714144671885,81.83520025025906,43.722227251052125,521.7275000000081,60.008399999991525,74.53250000000116,1
66,46,9,30.844514707323214,261.9389241789009,70.34142110097838,25.612496949731394,51.560425228428365,490.70049999999173,44.001699999993434,54.52227777777686,1
67,63,11,68.82426058289542,1193.1705661807116,170.37297007159364,33.60059523282288,94.13851495207243,1076.6110999999946,68.0789999999979,97.87373636363587,1
68,107,31,168.4951846737412,493.94432884688536,50.66161101242927,17.26267650163207,33.2867040697159,5537.577499999999,29.000299999999697,178.6315322580645,1
69,69,23,169.01134890350602,331.3034862478812,45.678189058780525,13.341664064126334,30.831935385560495,1701.2379999999976,44.09350000000268,73.96686956521728,1
70,52,14,22.971484989212804,399.58603579204316,89.75364727222707,22.51135777277262,95.42650574179102,619.6008000000002,36.03544999999576,44.25720000000001,1
71,69,18,90.0,658.8019429236681,57.84557644632335,11.610967233145622,37.17134850174628,792.795100000003,21.088650000005146,44.044172222222386,1
72,28,9,47.042835671775414,313.1022197302344,45.002010229785824,11.661903789690601,4.382908892024142,469.76710000001185,31.46710000000894,52.196344444445764,1
73,49,4,54.31717010431436,355.8440669731617,173.27546345762542,162.6080961392739,84.07716662722511,1275.8726999999926,296.01289999999426,318.96817499999815,1
74,53,14,34.05477157241999,138.6542462386205,47.48324929091499,30.942911265440976,85.34025510108631,774.4229999999952,35.010250000006636,55.31592857142823,1
75,83,15,41.633539336570195,232.6972281742952,74.10846948958755,40.311288741492746,74.98743873956278,675.3442000000068,44.0002999999997,45.022946666667124,1
76,13,8,15.12400730831056,45.18849411078001,16.17716529707887,11.553227080855503,3.4815690612334493,519.1325999999972,51.59769999999844,64.89157499999965,1
77,52,15,39.28940686250036,503.7787212655969,66.40586958542018,14.142135623730951,26.889242125337976,587.9540000000125,28.002800000002026,39.196933333334165,1
78,54,10,24.775140568831922,227.27076362788065,77.885195449173,50.759659495155276,43.472111281858886,797.1768000000011,46.05875000000378,79.71768000000012,1
79,46,11,41.63353933657021,240.74052421642685,57.36087985261758,21.18962010041709,47.70551999984579,783.5725999999995,51.31380000000354,71.23387272727268,1
80,101,20,39.351752626264734,405.2776825831889,76.79679230490618,29.74163160232127,138.75601448324306,4405.595499999996,41.8322499999922,220.2797749999998,1
81,32,10,26.45204189657734,179.8054504179448,47.56866151368139,27.96892944902026,18.729248379528514,777.6075999999885,48.720900000000256,77.76075999999884,1
82,27,9,34.38034472384487,133.09019498069722,36.34939849787391,21.2602916254693,23.87956520466057,452.7390000000014,56.14560000001802,50.30433333333349,1
83,90,37,71.56505117707799,190.07893097342483,37.78436621265625,11.40175425099138,224.3320942057028,1475.1645999999892,23.998600000020815,39.86931351351322,1
84,95,18,29.05460409907715,572.0707998141489,85.8507162623008,24.09479291699993,102.78321233916517,1056.9796999999962,40.12475000000268,58.72109444444423,1
85,2,1,0.0,13.0,13.0,13.0,0.0,218.54819999999017,218.54819999999017,218.54819999999017,1
86,51,7,73.6389225446537,686.610515503513,121.68956413916432,21.095023109728988,17.121274551576533,770.8650999999954,80.09789999999339,110.12358571428506,1
87,13,6,71.56505117707799,71.0,22.53090084872242,11.423574833929543,8.70054092737458,1743.713699999993,76.60224999999627,290.61894999999885,1
88,51,9,23.514556682936576,294.15642097360376,89.29395827990793,23.323807579381203,17.341978487122244,537.526600000012,64.21230000001378,59.72517777777911,1
89,65,15,91.90915243299638,808.3872834229891,72.80163775459488,11.661903789690601,33.406006721839034,864.3484999999928,39.99989999999525,57.623233333332855,1
90,56,15,30.37912601136833,182.14829123546562,53.41871935328907,41.340053217188775,56.79245199238524,678.969299999997,35.99319999999716,45.2646199999998,1
91,29,11,60.94539590092286,127.91012469699183,31.863369188884782,10.816653826391969,31.513157947436042,1042.215599999996,62.37210000000778,94.74687272727236,1
92,41,7,15.068488159492201,181.13530854032848,76.61659173676081,50.32891812864648,17.329479994074713,617.5020000000077,73.00690000000759,88.21457142857253,1
93,57,12,178.8655783690226,281.47646438023907,66.2008349780911,23.096277188724613,73.07922251561602,980.3004000000074,40.48170000000391,81.69170000000061,1
94,56,12,43.02239386060988,366.61696632861936,65.03111783896411,27.669714383272723,55.88809843835523,1333.0108999999939,51.55504999999539,111.08424166666616,1
95,3,2,26.56505117707799,25.0,14.73606797749979,14.73606797749979,1.3416407864998736,451.5646999999881,225.78234999999404,225.78234999999404,1
96,27,11,47.56871056752201,97.16480844420988,28.97320897255169,20.12461179749811,5.400648288456496,1250.4425000000047,20.957300000009127,113.67659090909133,1
97,18,8,47.48955292199916,78.81624198095213,31.276803266317653,18.43043860398073,9.692245570846694,3557.0795999999973,36.079200000007404,444.63494999999966,1
98,66,11,33.690067525979785,464.1723817721171,110.90376108257671,12.083045973594572,106.7161727518583,629.5351000000082,53.511599999998,57.230463636364384,1
99,64,14,29.98163936884934,476.8196724129574,69.88882050377414,11.855151986820308,41.28563717770423,1121.7027999999991,54.546899999986636,80.1216285714285,1
100,3,1,0.0,15.297058540778355,15.297058540778355,15.297058540778355,0.0,427.34350000001723,427.34350000001723,427.34350000001723,1
101,89,16,74.74488129694222,573.0828910375881,84.88663952207006,12.520797289396148,105.06783229526859,1311.486499999999,50.00604999999632,81.96790624999994,1
102,11,4,16.097642963798187,43.01162633521314,28.97807797688518,31.04201587296781,10.753462356967727,477.6012000000046,96.24124999999185,119.40030000000115,1
103,52,8,79.90894276111109,742.153622911052,122.08106291959504,25.519790159343238,14.68970892974896,867.5553999999829,123.55900000000838,108.44442499999786,1
104,18,6,21.801409486351794,135.20355024924456,34.003413771771584,11.086041932630193,6.519479233669916,368.54629999998724,47.674700000017765,61.42438333333121,1
105,17,5,56.309932474020215,99.6393496566492,39.609350172040294,22.825424421026653,2.6325702044758175,458.20980000001146,80.00140000000829,91.64196000000229,1
106,118,27,170.89266568774562,342.28642976314444,57.333533857467565,22.20360331117452,77.09906008411603,3191.6002000000153,34.998300000006566,118.20741481481538,1
107,85,13,60.94539590092286,874.2230836577127,119.24986796480299,24.839484696748443,85.86041317230693,940.8262000000104,52.08750000002328,72.37124615384695,1
108,90,28,117.01266534793854,686.2215385719105,49.688207989499155,24.36136910904147,162.87681545038927,1559.8493000000017,27.808300000004238,55.70890357142863,1
109,92,22,88.09084756700362,574.1811560822943,58.43474770283057,24.1453130157025,123.41372436308164,1490.7257999999856,32.75089999998454,67.76026363636298,1
110,72,12,66.09794958898915,542.4923962600766,117.92898812669863,61.07868064307817,71.96377850160442,3473.970499999996,54.77634999998554,289.49754166666634,1
111,31,8,18.19294063378547,171.572142260916,49.10952607734561,32.62927834959387,47.54309832011672,1921.2423000000126,71.8725500000146,240.15528750000158,1
112,4,2,7.495857639729885,38.3275357934736,21.1637678967368,21.1637678967368,0.386162106631367,300.6167000000132,150.3083500000066,150.3083500000066,1
113,33,11,175.03025927188963,102.0,34.64360818708176,23.08679276123039,29.825703579740555,1323.007100000017,68.04839999999967,120.27337272727428,1
114,28,8,81.39494351171544,87.29833904490967,38.83243251305416,37.988091861815356,31.92829270728873,1827.4755000000005,162.00495000000228,228.43443750000006,1
115,18,6,12.193034475506952,96.0260381354974,38.80611319034178,21.467247860753446,5.299252710482129,124.00350000002072,19.999800000005052,20.667250000003452,1
116,22,5,22.601940412566037,199.04019694524018,57.59578261713483,22.67156809750927,20.33187773198369,375.4290000000037,49.09429999999702,75.08580000000075,1
117,38,16,33.15925904603366,206.73654732533385,31.29040913395337,16.61187420807834,56.289562773703636,1991.4972999999882,50.00749999999243,124.46858124999926,1
118,25,8,74.74488129694222,77.87810988975015,39.30454442118388,33.5,64.09187262128381,2207.7681999999913,54.24544999998761,275.9710249999989,1
119,53,16,69.69155816347806,304.48152653322006,48.40644129499483,23.63156035259619,35.135533127907316,1186.3386000000173,29.999299999995856,74.14616250000108,1
120,20,1,0.0,245.81497106563708,245.81497106563708,245.81497106563708,1.6079702394903947,343.0219999999972,343.0219999999972,343.0219999999972,1
121,44,10,33.504152669730885,242.8373941550189,78.14761005697542,40.97584736516514,23.38198978127502,901.965200000006,37.997950000019046,90.1965200000006,1
122,47,12,60.10109816138543,190.14205216100936,50.94372145002536,39.80625597498069,48.260055339496255,661.1399999999849,38.00179999998363,55.09499999999874,1
123,70,12,100.98865109649398,334.33665668005955,76.64208380903987,13.189097732074167,56.18567427730249,768.6885000000184,42.49649999999383,64.05737500000153,1
124,52,11,46.8476102659946,543.2982606267021,72.17650468837236,21.37755832643195,71.88359785331055,978.600299999991,48.998099999997066,88.96366363636281,1
125,6,2,8.11920340440863,28.160255680657446,27.28050662277281,27.28050662277281,1.1796210151422764,485.67719999997644,242.83859999998822,242.83859999998822,1
126,42,12,15.21813513108615,123.01625908797584,41.21369019520123,17.29351657246145,27.552376216439793,576.0054999999993,34.585699999995995,48.00045833333328,1
127,44,10,14.586224549517224,133.37541002748594,59.03095660611409,38.90261585274192,63.172939020674995,739.2502000000095,31.999400000000605,73.92502000000096,1
128,2,2,29.05460409907715,10.295630140987,7.1478150704935,7.1478150704935,1.4359163172354763,381.4896000000008,190.7448000000004,190.7448000000004,1
129,58,14,131.72951207681646,250.28184113115358,52.17748288199861,17.6162034557026,149.65945660077313,1231.337200000009,32.51284999999916,87.95265714285779,1
130,66,10,22.277804656681894,616.883295283638,106.36854293142821,47.87804943256121,38.868219234182284,832.4698999999964,42.509149999998044,83.24698999999964,1
131,83,22,125.9294221277814,142.0211251891774,45.62648224672513,21.08914671344845,178.70210374204183,1616.577099999995,46.00419999999576,73.48077727272704,1
132,55,9,81.41637851988605,551.0027223163239,97.77394915175238,45.12205669071391,38.93611644150339,755.3439999999828,71.00109999999404,83.9271111111092,1
133,53,21,109.75947073521321,180.0444389588304,36.553833726613604,10.816653826391969,81.14970200955426,1803.0443000000087,50.98159999999916,85.8592523809528,1
134,39,14,60.71857293894097,133.6600164596728,33.282479175361026,22.89318392645739,78.61734784933127,1085.7419999999984,32.0884500000102,77.55299999999988,1
135,63,9,44.24615166692924,657.0996880230579,106.4922512128606,12.649110640673518,78.23533715672251,834.3368999999948,80.75920000000042,92.70409999999941,1
136,28,10,37.8749836510982,212.19095173922943,35.44424982534955,15.812751333574031,4.440155833170964,1013.8306999999913,51.86865000000398,101.38306999999914,1
137,68,7,11.101887711112571,496.14514005480294,138.20252311882703,85.21150157109074,7.951314118351666,856.2388999999966,134.7723999999871,122.31984285714238,1
138,20,6,34.5085229876684,96.04686356149273,37.71549926293305,29.099042394160254,7.438580652982545,622.379099999991,90.15235000000393,103.7298499999985,1
139,55,13,24.71744091108339,352.00142045167945,58.9448694583782,21.633307652783937,43.52582028344226,908.7577000000165,43.01889999999548,69.90443846153973,1
140,107,15,17.744671625056945,396.01136347332255,88.9851400656978,14.866068747318506,50.70967573124497,1090.5782999999938,46.99120000001858,72.70521999999958,1
141,4,2,15.945395900922858,23.021728866442675,14.673142093389718,14.673142093389718,0.9718253158075502,754.0757000000158,377.0378500000079,377.0378500000079,1
142,38,12,20.55604521958346,124.77980605851253,38.55375381846245,34.48053462156115,81.18410171344526,716.2744999999995,23.998749999998836,59.68954166666663,1
143,68,20,125.92294619907057,273.77545543748073,45.06758981119325,13.468123061223721,22.901827034024148,1591.5462999999872,53.49165000001085,79.57731499999936,1
144,6,3,63.43494882292201,44.0,18.265563758445445,6.324555320336759,1.757569655772001,857.7741000000096,216.97510000001057,285.9247000000032,1
145,27,4,171.869897645844,252.0,84.36358964323004,40.17766952966369,2.373570732432442,647.1137999999919,177.49605000000156,161.77844999999797,1
146,84,19,86.18592516570965,721.2489168102785,81.52661564315461,25.709920264364882,45.75903654874577,1535.1107000000193,36.02129999999306,80.79530000000102,1
147,80,13,16.8374726256764,832.6493859962908,117.25617689286732,51.85556864985669,19.790248786019212,4797.301399999997,32.000199999980396,369.02318461538437,1
148,21,9,131.18592516570965,95.02105029939419,26.689024771467714,13.0,8.388942664689635,1581.4475000000093,152.2393999999913,175.71638888888992,1
149,32,10,41.435464186015075,225.43513479491168,43.37212827991676,12.576473218982953,44.44290463797394,1515.1117999999842,48.51515000000654,151.51117999999843,1
150,54,18,138.81407483429035,167.5022387910084,37.11454673777946,11.5,38.40269952144308,3147.838300000003,74.45394999999553,174.87990555555572,1
151,100,17,67.59016262850673,788.2956298242431,99.78618439293807,50.44799302251776,113.58030703358706,898.0240999999805,39.99620000002324,52.82494705882238,1
152,65,16,64.04662429763583,230.3388807822075,55.566737118541084,12.467238838545779,94.9859408019803,1001.327500000014,27.99859999999171,62.58296875000087,1
153,70,17,121.10532717816733,256.78395588509807,57.26470319621097,23.259406699226016,77.73669582994054,959.3413,40.59429999999702,56.43184117647059,1
154,67,24,23.838740183171726,185.52627846210896,34.89433867727889,21.31912183681677,35.24888088188815,1092.8022999999812,30.555549999990035,45.53342916666588,1
155,25,8,13.458263151874453,58.249463516842795,35.837876752490125,39.48781614276884,28.23431544005362,421.3381999999983,42.19069999999192,52.66727499999979,1
156,69,21,144.00850374202517,154.00324671902212,42.920453036194374,24.758836806279895,130.28294259702724,1978.3733000000066,32.12390000000596,94.2082523809527,1
157,41,8,60.94539590092286,482.4572519923397,85.0352899458097,22.525569681819675,10.98249996214923,703.0229999999865,49.96174999998766,87.87787499999831,1
158,8,4,23.838740183171726,31.25699921617557,20.60135176382558,20.574203919563374,5.060786497683916,429.9634000000078,83.48319999998785,107.49085000000196,1
159,68,17,56.89655818153077,293.01535795927146,54.84927502983758,14.142135623730951,64.02410396716394,1857.012400000007,31.996299999998882,109.23602352941217,1
160,144,34,162.7136848329435,588.2329470541412,63.1992493843522,23.301329452849785,395.3812549968064,2854.049500000023,31.75075000000652,83.94263235294184,1
161,62,22,168.6900675259798,136.01470508735443,33.286422763140884,21.935557679610184,58.297181264752936,4527.814300000027,50.50309999997262,205.80974090909214,1
162,88,26,101.30993247402021,344.8941866717965,42.96955014851945,12.467238838545779,107.52992925103274,1392.4835999999777,39.287799999990966,53.55706153846068,1
163,24,8,13.719971313983796,67.60177512462228,36.310598202545535,38.19875656001664,22.26197002330236,504.03980000002775,43.99934999999823,63.00497500000347,1
164,81,16,30.784146526326445,293.58644382872995,71.93239530403049,47.88916635967686,140.72730107328857,858.4330000000191,32.49814999999944,53.65206250000119,1
165,106,19,41.53792694386492,390.3600901731631,80.92800285266304,23.769728648009426,172.9183276868527,931.4228999999468,43.99890000000596,49.02225789473405,1
166,52,13,143.60011814975877,146.74126890551273,53.77449103475895,59.64059020499378,123.70339753835735,972.225999999966,28.00209999998333,74.78661538461277,1
167,58,12,178.6721898882531,354.0014124265608,70.63313699570058,14.14284619419373,17.025566570206422,759.5611999999965,31.500100000033854,63.29676666666637,1
168,107,15,78.69006752597979,501.9581655875318,99.46609530031886,22.090722034374522,20.5326580643939,788.209199999983,27.99949999997625,52.547279999998864,1
169,9,7,30.591365808644916,24.698178070456937,14.178188459182918,12.083045973594572,9.69579603040405,462.0014000000083,73.00010000000475,66.00020000000119,1
170,91,18,167.4346516200927,320.2061835755206,70.35637885336472,40.919888653501225,34.73425567500933,1864.2146000000066,30.512699999992037,103.56747777777815,1
171,73,18,19.759470735213192,482.8457310570323,64.92102402796782,41.45532030096889,33.162026698123114,1844.6347999999998,27.568699999974342,102.4797111111111,1
172,87,17,149.89683814413704,391.3936637197899,71.44206733932097,21.02379604162864,250.27342915754835,2378.592400000023,50.01850000000559,139.91720000000137,1
173,67,15,25.201123645475064,803.2714360662901,108.12296498960998,25.45584412271571,62.10051935450282,962.6648000000278,47.994499999971595,64.17765333333519,1
174,74,5,12.652556500557967,992.9899294554805,248.94919099379518,74.06078584514209,27.23268327815917,672.0963999999803,86.95269999996526,134.41927999999606,1
175,101,25,87.58049078334366,174.0,53.3759376033073,22.47220505424423,292.1548552382323,3410.2493999999715,63.99880000000121,136.40997599999886,1
176,17,6,56.30993247402022,91.30169768410661,32.273272760793446,14.826875656791888,11.211739034725309,474.2104999999865,28.49934999999823,79.03508333333109,1
177,38,8,35.087248553276154,369.0,64.90500365948765,21.69738439197838,22.669123155381193,676.9187000000384,52.68465000001015,84.6148375000048,1
178,23,9,138.81407483429035,91.19758768739445,30.141825442048912,13.152946437965905,5.394365174163829,702.6489999999758,72.5515000000014,78.07211111110843,1
179,66,8,53.27900510286574,944.9455010740037,168.04873220086492,15.70087712549569,34.65203568367285,1662.553899999999,117.07594999999856,207.81923749999987,1
180,69,21,112.75097634278764,770.6672433677196,59.895676373184,12.649110640673518,102.66229556564686,1101.2885000000242,28.008099999977276,52.44230952381068,1
181,82,20,128.06379470359394,623.2118419927529,72.21002927823397,23.482277828747915,55.37149860442952,1199.8619999999646,32.568050000001676,59.99309999999823,1
182,84,23,31.544157021076305,264.37851652507624,50.65586925354884,42.42640687119285,77.80003342497552,1338.4729999999981,28.007400000002235,58.19447826086948,1
183,5,4,26.565051177077976,20.615528128088304,11.817000992646708,11.090169943749475,4.140357220132175,679.249599999981,173.58600000001024,169.81239999999525,1
184,10,4,27.752651426498275,44.01136216933077,27.328426739219346,23.637294205113335,6.5886020075718115,448.3967999999877,95.2563000000082,112.09919999999693,1
185,37,9,16.009656826762388,226.73773395709856,59.516626770181425,28.635642126552707,33.24372531988192,487.41869999998016,47.00209999998333,54.15763333333113,1
186,45,15,23.07041224982466,83.86298349093002,36.18412921045049,35.4682957019364,93.58236836830692,1555.7451,51.53619999997318,103.71634,1
187,55,20,35.696123237088685,146.98639392814562,32.32904866015738,22.57188657587675,116.81075591540069,2112.6709000000264,31.997600000031525,105.63354500000132,1
188,18,7,143.8067926944353,62.289646009589745,30.202227345754977,21.587033144922902,44.22028703696341,2436.5121999999974,84.0056999999797,348.0731714285711,1
189,24,6,179.41536947929453,196.01020381602586,47.500231463319516,15.698039027185569,3.8143295977860077,792.9214999999967,61.562300000019604,132.1535833333328,1
190,31,16,109.31185656435267,109.88175462741756,22.761530154773492,12.205455727822638,70.46131572064678,955.4635000000126,25.501650000020163,59.716468750000786,1
191,63,15,27.89727103094763,292.6465444866896,53.58178280857409,20.8806130178211,33.404449705936884,2113.524700000009,68.01030000002356,140.90164666666726,1
192,60,13,19.829039962958635,265.31867631209076,80.34641728836937,51.62363799656123,72.71623603703259,826.7884000000195,56.09939999994822,63.59910769230919,1
193,81,15,66.00545565251421,541.6871790987858,75.80133039410093,26.92582403567252,183.43062809594207,1421.6563000000315,31.996799999964423,94.77708666666877,1
