Date,X,Y,T,Marker,Condition
2023-10-21 20:15:02.239339,572,1024,0.0,start,0
2023-10-21 20:15:02.325744,585,1068,86.4055,normal,0
2023-10-21 20:15:02.713717,389,366,474.3784,normal,0
2023-10-21 20:15:02.821520,314,224,582.1809,normal,0
2023-10-21 20:15:03.154947,283,202,915.6082,stop,0
2023-10-21 20:15:05.053935,283,203,2814.596,start,0
2023-10-21 20:15:05.165270,327,304,2925.9306,normal,0
2023-10-21 20:15:05.297299,374,356,3057.9603,normal,0
2023-10-21 20:15:05.352313,383,375,3112.9741,normal,0
2023-10-21 20:15:05.492357,385,418,3253.0184,normal,0
2023-10-21 20:15:05.642463,385,418,3403.1239,stop,0
2023-10-21 20:15:10.109774,390,409,7870.4351,start,0
2023-10-21 20:15:10.462716,565,409,8223.3768,stop,0
2023-10-21 20:15:10.981258,566,409,8741.9188,start,0
2023-10-21 20:15:10.992260,569,409,8752.9213,normal,0
2023-10-21 20:15:11.260621,885,439,9021.2824,normal,0
2023-10-21 20:15:11.463405,889,437,9224.0657,stop,0
2023-10-21 20:15:16.016842,877,448,13777.5033,start,0
2023-10-21 20:15:16.164387,877,449,13925.048,normal,0
2023-10-21 20:15:16.314406,877,449,14075.0671,stop,0
2023-10-21 20:15:26.128953,870,451,23889.6143,start,0
2023-10-21 20:15:26.212752,865,465,23973.413,normal,0
2023-10-21 20:15:26.386910,865,466,24147.5708,stop,0
2023-10-21 20:15:26.556950,865,465,24317.611,start,0
2023-10-21 20:15:26.728796,855,466,24489.4571,normal,0
2023-10-21 20:15:26.760803,845,471,24521.4643,normal,0
2023-10-21 20:15:26.797811,812,482,24558.4725,normal,0
2023-10-21 20:15:26.805691,803,487,24566.3525,normal,0
2023-10-21 20:15:26.813695,791,491,24574.356,normal,0
2023-10-21 20:15:26.837810,753,511,24598.4708,normal,0
2023-10-21 20:15:27.054111,511,724,24814.7721,normal,0
2023-10-21 20:15:27.148257,475,767,24908.9183,normal,0
2023-10-21 20:15:27.483880,467,763,25244.5406,stop,0
2023-10-21 20:15:27.568603,466,762,25329.264,start,0
2023-10-21 20:15:27.600610,465,761,25361.2711,normal,0
2023-10-21 20:15:27.824847,434,759,25585.5079,normal,0
2023-10-21 20:15:28.050898,434,758,25811.5588,stop,0
2023-10-21 20:15:28.304959,433,758,26065.6202,start,0
2023-10-21 20:15:28.376973,424,758,26137.6344,normal,0
2023-10-21 20:15:28.666475,405,761,26427.1361,stop,0
2023-10-21 20:15:29.124904,405,760,26885.5649,start,0
2023-10-21 20:15:29.516155,668,699,27276.8159,normal,0
2023-10-21 20:15:30.143201,784,699,27903.8625,stop,0
2023-10-21 20:15:30.328624,783,699,28089.2849,start,0
2023-10-21 20:15:30.545696,523,749,28306.3566,normal,0
2023-10-21 20:15:30.557802,511,749,28318.4627,normal,0
2023-10-21 20:15:30.569679,500,751,28330.3402,normal,0
2023-10-21 20:15:30.585671,488,751,28346.3321,normal,0
2023-10-21 20:15:30.689803,468,754,28450.4642,normal,0
2023-10-21 20:15:30.750251,457,754,28510.7772,normal,0
2023-10-21 20:15:30.824254,447,755,28584.9153,normal,0
2023-10-21 20:15:31.052069,445,755,28812.7304,stop,0
2023-10-21 20:15:32.932475,446,754,30693.1363,start,0
2023-10-21 20:15:33.061014,450,745,30821.675,normal,0
2023-10-21 20:15:33.113633,468,733,30874.2937,normal,0
2023-10-21 20:15:33.233361,557,717,30994.0219,normal,0
2023-10-21 20:15:33.743203,703,717,31503.8637,stop,0
2023-10-21 20:15:33.768223,703,718,31528.8843,start,0
2023-10-21 20:15:33.840986,695,726,31601.6474,normal,0
2023-10-21 20:15:33.941429,655,750,31702.09,normal,0
2023-10-21 20:15:33.977653,633,755,31738.3143,normal,0
2023-10-21 20:15:34.076925,562,749,31837.5862,normal,0
2023-10-21 20:15:34.089915,552,745,31850.5765,normal,0
2023-10-21 20:15:34.101927,541,743,31862.5876,normal,0
2023-10-21 20:15:34.141991,522,733,31902.6521,normal,0
2023-10-21 20:15:34.220971,493,713,31981.6319,normal,0
2023-10-21 20:15:34.285794,480,695,32046.455,normal,0
2023-10-21 20:15:34.424164,476,685,32184.8246,normal,0
2023-10-21 20:15:34.540751,476,674,32301.4124,normal,0
2023-10-21 20:15:34.692823,450,654,32453.484,normal,0
2023-10-21 20:15:34.805138,432,627,32565.7987,normal,0
2023-10-21 20:15:35.160362,423,633,32921.0232,normal,0
2023-10-21 20:15:35.311055,423,633,33071.7161,stop,0
2023-10-21 20:15:35.388065,424,633,33148.7262,start,0
2023-10-21 20:15:35.409737,434,633,33170.3976,normal,0
2023-10-21 20:15:35.646757,439,640,33407.4184,stop,0
2023-10-21 20:15:36.341505,440,640,34102.1664,start,0
2023-10-21 20:15:36.780760,424,634,34541.4209,normal,0
2023-10-21 20:15:36.873797,415,639,34634.4579,normal,0
2023-10-21 20:15:36.981182,403,657,34741.8434,normal,0
2023-10-21 20:15:37.193785,425,655,34954.4459,normal,0
2023-10-21 20:15:37.447026,438,651,35207.6875,stop,0
2023-10-21 20:15:52.070290,439,652,49829.9507,start,0
2023-10-21 20:15:52.162041,557,619,49921.71,normal,0
2023-10-21 20:15:52.193012,568,619,49952.6721,normal,0
2023-10-21 20:15:52.349566,473,613,50110.2269,normal,0
2023-10-21 20:15:52.365272,445,617,50125.9329,normal,0
2023-10-21 20:15:52.393844,409,631,50154.5051,normal,0
