Date,X,Y,T,Marker,Condition
2023-10-23 19:18:54.189249,1182,569,546.5801,start,0
2023-10-23 19:18:54.460084,1181,560,817.415,normal,0
2023-10-23 19:18:54.761466,1172,553,1118.7975,normal,0
2023-10-23 19:18:54.845607,1038,497,1201.9384,normal,0
2023-10-23 19:18:54.857133,1010,478,1214.4645,normal,0
2023-10-23 19:18:54.865263,994,460,1222.5946,normal,0
2023-10-23 19:18:54.936266,825,136,1293.5971,normal,0
2023-10-23 19:18:55.049180,748,51,1406.5112,normal,0
2023-10-23 19:18:55.096970,739,45,1454.3013,normal,0
2023-10-23 19:18:55.348617,607,0,1705.9486,normal,0
2023-10-23 19:18:55.582329,594,0,1939.6604,stop,0
2023-10-23 19:19:00.792678,594,1,7150.0093,start,0
2023-10-23 19:19:00.853210,593,20,7210.5415,normal,0
2023-10-23 19:19:00.888065,588,42,7245.3959,normal,0
2023-10-23 19:19:01.061916,588,52,7419.2473,stop,0
2023-10-23 19:19:01.140952,588,53,7498.283,start,0
2023-10-23 19:19:01.236655,612,267,7593.9864,normal,0
2023-10-23 19:19:01.288843,682,452,7646.1747,normal,0
2023-10-23 19:19:01.332510,709,500,7689.8418,normal,0
2023-10-23 19:19:01.371687,724,515,7729.0184,normal,0
2023-10-23 19:19:01.400959,735,519,7758.2901,normal,0
2023-10-23 19:19:01.646320,796,525,8003.6517,stop,0
2023-10-23 19:19:01.776347,797,525,8132.6861,start,0
2023-10-23 19:19:01.847566,818,541,8204.8976,normal,0
2023-10-23 19:19:01.920972,835,572,8278.3035,normal,0
2023-10-23 19:19:01.976543,859,630,8333.8745,normal,0
2023-10-23 19:19:02.242075,884,663,8599.4063,stop,0
2023-10-23 19:19:02.796516,884,662,9153.8475,start,0
2023-10-23 19:19:03.066281,892,578,9423.6122,stop,0
2023-10-23 19:19:03.079291,892,577,9436.6219,start,0
2023-10-23 19:19:03.112284,892,566,9469.6155,normal,0
2023-10-23 19:19:03.125286,894,556,9481.6175,normal,0
2023-10-23 19:19:03.132287,894,545,9489.6188,normal,0
2023-10-23 19:19:03.141291,897,531,9497.6215,normal,0
2023-10-23 19:19:03.165298,896,489,9521.6278,normal,0
2023-10-23 19:19:03.173298,893,475,9529.6287,normal,0
2023-10-23 19:19:03.209308,868,426,9565.6382,normal,0
2023-10-23 19:19:03.232310,865,405,9589.6417,normal,0
2023-10-23 19:19:03.252315,866,394,9609.6462,normal,0
2023-10-23 19:19:03.281122,871,385,9638.4531,normal,0
2023-10-23 19:19:03.351416,887,369,9708.747,normal,0
2023-10-23 19:19:03.372427,892,359,9729.7584,normal,0
2023-10-23 19:19:03.415978,896,338,9773.3089,normal,0
2023-10-23 19:19:03.448962,895,328,9806.2936,normal,0
2023-10-23 19:19:03.833854,880,305,10191.1851,stop,0
2023-10-23 19:19:04.060903,880,304,10418.234,start,0
2023-10-23 19:19:04.124809,789,220,10482.14,normal,0
2023-10-23 19:19:04.232190,650,3,10589.521,normal,0
2023-10-23 19:19:04.459160,645,0,10816.4911,stop,0
2023-10-23 19:19:05.155713,644,1,11513.0445,start,0
2023-10-23 19:19:05.392763,609,183,11750.0945,normal,0
2023-10-23 19:19:05.674360,608,234,12031.6917,stop,0
2023-10-23 19:19:05.711368,608,235,12068.6994,start,0
2023-10-23 19:19:05.752396,607,238,12109.7277,normal,0
2023-10-23 19:19:05.797310,600,246,12154.6415,normal,0
2023-10-23 19:19:05.891773,562,271,12249.1043,normal,0
2023-10-23 19:19:05.952273,531,281,12308.592,normal,0
2023-10-23 19:19:06.073246,524,272,12430.5776,normal,0
2023-10-23 19:19:06.093101,532,251,12450.4319,normal,0
2023-10-23 19:19:06.176298,611,81,12533.6298,normal,0
2023-10-23 19:19:06.208633,614,59,12565.9642,normal,0
2023-10-23 19:19:06.256888,611,49,12614.2194,normal,0
2023-10-23 19:19:06.535544,555,14,12892.8751,normal,0
2023-10-23 19:19:06.686310,555,14,13043.6418,stop,0
2023-10-23 19:19:06.719313,555,15,13076.6441,start,0
2023-10-23 19:19:06.757148,559,25,13114.4789,normal,0
2023-10-23 19:19:06.956721,764,370,13314.0519,normal,0
2023-10-23 19:19:07.112956,740,345,13470.2877,normal,0
2023-10-23 19:19:07.156965,694,313,13514.2961,normal,0
2023-10-23 19:19:07.172969,684,309,13530.3004,normal,0
2023-10-23 19:19:07.208978,674,308,13566.3097,normal,0
2023-10-23 19:19:07.316033,654,312,13673.3648,normal,0
2023-10-23 19:19:07.396052,645,307,13753.3837,normal,0
2023-10-23 19:19:07.610534,644,302,13967.8652,stop,0
2023-10-23 19:19:07.717578,644,303,14073.8998,start,0
2023-10-23 19:19:07.920822,778,492,14278.1533,normal,0
2023-10-23 19:19:07.957244,786,499,14314.5752,normal,0
2023-10-23 19:19:08.267381,792,498,14624.712,stop,0
2023-10-23 19:19:08.983461,792,499,15340.7922,start,0
2023-10-23 19:19:09.064478,754,562,15421.809,normal,0
2023-10-23 19:19:09.084483,741,579,15441.8147,normal,0
2023-10-23 19:19:09.159500,732,599,15516.8314,normal,0
2023-10-23 19:19:09.341541,732,601,15698.8724,stop,0
2023-10-23 19:19:11.981300,729,591,18337.6466,start,0
2023-10-23 19:19:12.044315,727,589,18401.6464,normal,0
2023-10-23 19:19:12.124794,733,580,18482.1253,normal,0
2023-10-23 19:19:12.220744,911,475,18578.0756,normal,0
2023-10-23 19:19:12.236448,931,458,18593.7795,normal,0
2023-10-23 19:19:12.388548,1024,319,18745.8789,normal,0
2023-10-23 19:19:12.404550,1032,312,18761.881,normal,0
2023-10-23 19:19:12.427563,1038,303,18784.8942,normal,0
2023-10-23 19:19:12.460570,1046,296,18817.9009,normal,0
2023-10-23 19:19:12.525579,1066,269,18881.9095,normal,0
2023-10-23 19:19:12.551584,1070,259,18908.9153,normal,0
2023-10-23 19:19:12.834358,1071,234,19191.6895,stop,0
2023-10-23 19:19:12.884363,1070,234,19241.694,start,0
2023-10-23 19:19:13.021181,1016,280,19378.5121,normal,0
2023-10-23 19:19:13.073298,1005,298,19429.6447,normal,0
