Date,X,Y,T,Marker,Condition
2024-03-03 15:56:02.970928,677,982,0.0,start,1
2024-03-03 15:56:02.995928,670,990,25.0002,normal,1
2024-03-03 15:56:03.015927,662,999,44.9996,normal,1
2024-03-03 15:56:03.031929,657,1008,61.0009,normal,1
2024-03-03 15:56:03.051930,653,1018,81.0019,normal,1
2024-03-03 15:56:03.074487,648,1029,103.5594,normal,1
2024-03-03 15:56:03.112003,643,1038,141.0752,normal,1
2024-03-03 15:56:03.136006,634,1043,164.0772,normal,1
2024-03-03 15:56:03.156005,623,1047,185.0769,normal,1
2024-03-03 15:56:03.192021,613,1050,221.0934,normal,1
2024-03-03 15:56:03.243004,603,1052,272.0761,normal,1
2024-03-03 15:56:03.309107,596,1054,337.1776,stop,1
2024-03-03 15:56:03.406109,594,1054,435.1816,start,1
2024-03-03 15:56:03.535261,594,1047,563.3285,normal,1
2024-03-03 15:56:03.579335,596,1036,608.4071,normal,1
2024-03-03 15:56:03.603337,601,1026,632.4098,normal,1
2024-03-03 15:56:03.627335,607,1015,656.4078,normal,1
2024-03-03 15:56:03.639340,612,1006,668.412,normal,1
2024-03-03 15:56:03.651335,618,997,680.4072,normal,1
2024-03-03 15:56:03.659335,623,988,688.4077,normal,1
2024-03-03 15:56:03.671339,632,977,700.4111,normal,1
2024-03-03 15:56:03.680337,638,967,708.4072,normal,1
2024-03-03 15:56:03.687336,648,956,716.4087,normal,1
2024-03-03 15:56:03.695336,656,946,724.408,normal,1
2024-03-03 15:56:03.703339,665,934,732.4114,normal,1
2024-03-03 15:56:03.712339,673,924,740.4072,normal,1
2024-03-03 15:56:03.719341,681,913,748.4129,normal,1
2024-03-03 15:56:03.727335,691,901,756.4073,normal,1
2024-03-03 15:56:03.736342,702,889,765.4139,normal,1
2024-03-03 15:56:03.743335,711,879,772.4073,normal,1
2024-03-03 15:56:03.752345,722,866,780.4077,normal,1
2024-03-03 15:56:03.759335,735,853,788.4073,normal,1
2024-03-03 15:56:03.767335,748,837,796.4071,normal,1
2024-03-03 15:56:03.771337,756,828,800.4097,normal,1
2024-03-03 15:56:03.775335,764,819,804.4075,normal,1
2024-03-03 15:56:03.779335,770,808,808.4073,normal,1
2024-03-03 15:56:03.783430,778,797,812.5019,normal,1
2024-03-03 15:56:03.787432,785,786,816.5039,normal,1
2024-03-03 15:56:03.791430,793,776,820.5021,normal,1
2024-03-03 15:56:03.795430,800,763,824.5028,normal,1
2024-03-03 15:56:03.799430,807,751,828.5025,normal,1
2024-03-03 15:56:03.803433,812,740,832.5052,normal,1
2024-03-03 15:56:03.807430,817,730,836.502,normal,1
2024-03-03 15:56:03.811430,821,719,840.5025,normal,1
2024-03-03 15:56:03.815430,825,709,844.5025,normal,1
2024-03-03 15:56:03.823430,830,691,852.502,normal,1
2024-03-03 15:56:03.831433,835,677,860.505,normal,1
2024-03-03 15:56:03.839430,840,665,868.5021,normal,1
2024-03-03 15:56:03.847430,844,654,876.5023,normal,1
2024-03-03 15:56:03.855430,849,644,884.5025,normal,1
2024-03-03 15:56:03.867430,855,632,896.5021,normal,1
2024-03-03 15:56:03.883429,861,621,912.5018,normal,1
2024-03-03 15:56:03.899430,868,612,928.5019,normal,1
2024-03-03 15:56:03.938454,873,602,967.5261,normal,1
2024-03-03 15:56:04.038457,873,602,1067.5294,stop,1
2024-03-03 15:56:05.359818,873,595,2388.8905,start,1
2024-03-03 15:56:05.391014,872,592,2420.086,normal,1
2024-03-03 15:56:05.407906,872,579,2436.9781,normal,1
2024-03-03 15:56:05.419864,872,562,2448.9363,normal,1
2024-03-03 15:56:05.427957,873,546,2457.0294,normal,1
2024-03-03 15:56:05.432105,875,536,2461.177,normal,1
2024-03-03 15:56:05.436082,876,526,2465.1544,normal,1
2024-03-03 15:56:05.440083,877,514,2468.1678,normal,1
2024-03-03 15:56:05.444184,880,500,2473.2566,normal,1
2024-03-03 15:56:05.448341,881,484,2477.4138,normal,1
2024-03-03 15:56:05.451480,883,466,2480.5522,normal,1
2024-03-03 15:56:05.456038,884,447,2485.1107,normal,1
2024-03-03 15:56:05.459134,884,425,2488.2067,normal,1
2024-03-03 15:56:05.463134,884,397,2492.2063,normal,1
2024-03-03 15:56:05.467134,884,367,2496.2064,normal,1
2024-03-03 15:56:05.472142,884,336,2501.2143,normal,1
2024-03-03 15:56:05.474137,883,301,2503.2093,normal,1
2024-03-03 15:56:05.479267,879,269,2508.3395,normal,1
2024-03-03 15:56:05.483274,876,237,2512.3468,normal,1
2024-03-03 15:56:05.487264,872,208,2516.3359,normal,1
2024-03-03 15:56:05.491275,867,181,2520.3469,normal,1
2024-03-03 15:56:05.495275,863,159,2524.3473,normal,1
2024-03-03 15:56:05.499267,859,139,2528.3395,normal,1
2024-03-03 15:56:05.503268,856,122,2532.3407,normal,1
2024-03-03 15:56:05.507796,853,105,2536.8683,normal,1
2024-03-03 15:56:05.511786,851,92,2540.858,normal,1
2024-03-03 15:56:05.515783,848,80,2544.8556,normal,1
2024-03-03 15:56:05.519790,847,70,2548.8627,normal,1
2024-03-03 15:56:05.527783,844,56,2556.8553,normal,1
2024-03-03 15:56:05.539783,843,46,2568.8554,normal,1
2024-03-03 15:56:05.751940,848,37,2781.0119,normal,1
2024-03-03 15:56:05.780064,858,40,2809.1364,normal,1
2024-03-03 15:56:05.796060,868,41,2825.1321,normal,1
2024-03-03 15:56:05.815060,879,42,2844.1319,normal,1
2024-03-03 15:56:05.946278,889,39,2975.35,normal,1
2024-03-03 15:56:06.027352,891,35,3056.424,stop,1
2024-03-03 15:56:06.154341,892,35,3183.4129,start,1
2024-03-03 15:56:06.283999,894,48,3313.0714,normal,1
2024-03-03 15:56:06.300002,900,59,3329.0745,normal,1
2024-03-03 15:56:06.312000,906,70,3341.0723,normal,1
2024-03-03 15:56:06.323906,913,82,3352.9783,normal,1
2024-03-03 15:56:06.335924,921,92,3364.9966,normal,1
2024-03-03 15:56:06.347931,930,102,3377.0032,normal,1
2024-03-03 15:56:06.360023,939,110,3389.0956,normal,1
2024-03-03 15:56:06.371914,951,116,3400.986,normal,1
2024-03-03 15:56:06.382987,961,118,3412.0589,normal,1
2024-03-03 15:56:06.399924,974,119,3428.9962,normal,1
2024-03-03 15:56:06.415931,987,119,3445.0037,normal,1
2024-03-03 15:56:06.427931,998,115,3457.0033,normal,1
2024-03-03 15:56:06.440008,1010,109,3469.08,normal,1
2024-03-03 15:56:06.448018,1019,102,3477.0908,normal,1
2024-03-03 15:56:06.456007,1029,97,3485.0798,normal,1
2024-03-03 15:56:06.464018,1039,91,3493.0907,normal,1
2024-03-03 15:56:06.476138,1054,85,3505.2106,normal,1
2024-03-03 15:56:06.483317,1065,83,3512.3894,normal,1
2024-03-03 15:56:06.491317,1076,80,3520.3892,normal,1
2024-03-03 15:56:06.499317,1087,77,3528.3893,normal,1
2024-03-03 15:56:06.508337,1099,76,3537.4093,normal,1
2024-03-03 15:56:06.515317,1111,75,3544.3897,normal,1
2024-03-03 15:56:06.523317,1123,75,3552.3895,normal,1
2024-03-03 15:56:06.531459,1135,75,3560.5315,normal,1
2024-03-03 15:56:06.543468,1151,75,3572.5406,normal,1
2024-03-03 15:56:06.555438,1163,75,3584.5108,normal,1
2024-03-03 15:56:06.571453,1174,75,3600.5249,normal,1
2024-03-03 15:56:06.775015,1177,65,3803.0942,normal,1
2024-03-03 15:56:06.828026,1174,54,3857.0979,normal,1
2024-03-03 15:56:06.866586,1171,44,3895.6588,normal,1
2024-03-03 15:56:06.909835,1169,39,3938.9076,stop,1
2024-03-03 15:56:07.018838,1169,40,4047.9101,start,1
2024-03-03 15:56:07.067832,1169,54,4096.9042,normal,1
2024-03-03 15:56:07.103909,1169,66,4132.9809,normal,1
2024-03-03 15:56:07.139939,1169,77,4169.0114,normal,1
2024-03-03 15:56:07.167917,1170,87,4196.9895,normal,1
2024-03-03 15:56:07.206917,1173,97,4235.9897,normal,1
2024-03-03 15:56:07.247917,1176,108,4276.9895,normal,1
2024-03-03 15:56:07.315040,1177,118,4344.1123,normal,1
2024-03-03 15:56:07.370040,1174,128,4399.1127,normal,1
2024-03-03 15:56:07.391167,1169,137,4420.239,normal,1
2024-03-03 15:56:07.407432,1162,146,4436.5039,normal,1
2024-03-03 15:56:07.422430,1157,156,4451.5026,normal,1
2024-03-03 15:56:07.438559,1153,167,4467.6314,normal,1
2024-03-03 15:56:07.451562,1150,177,4480.6345,normal,1
2024-03-03 15:56:07.463562,1143,189,4492.6344,normal,1
2024-03-03 15:56:07.471560,1138,201,4500.6321,normal,1
2024-03-03 15:56:07.479572,1129,215,4508.6439,normal,1
2024-03-03 15:56:07.483559,1122,225,4512.6318,normal,1
2024-03-03 15:56:07.487563,1114,236,4516.635,normal,1
2024-03-03 15:56:07.491560,1105,246,4520.6322,normal,1
2024-03-03 15:56:07.495562,1095,257,4524.6339,normal,1
2024-03-03 15:56:07.499560,1084,270,4528.6322,normal,1
2024-03-03 15:56:07.503562,1073,283,4532.6346,normal,1
2024-03-03 15:56:07.508565,1059,297,4536.6415,normal,1
2024-03-03 15:56:07.511573,1047,310,4540.6453,normal,1
2024-03-03 15:56:07.515564,1032,323,4544.636,normal,1
2024-03-03 15:56:07.519563,1019,336,4548.6355,normal,1
2024-03-03 15:56:07.523564,1007,349,4552.6367,normal,1
2024-03-03 15:56:07.527572,994,360,4556.6446,normal,1
2024-03-03 15:56:07.531560,982,371,4560.632,normal,1
2024-03-03 15:56:07.535564,969,382,4564.6368,normal,1
2024-03-03 15:56:07.539561,956,393,4568.6333,normal,1
2024-03-03 15:56:07.543562,944,403,4572.6346,normal,1
2024-03-03 15:56:07.547561,932,411,4576.6336,normal,1
2024-03-03 15:56:07.551563,921,419,4580.6352,normal,1
2024-03-03 15:56:07.555562,908,426,4584.6344,normal,1
2024-03-03 15:56:07.559570,898,433,4588.6419,normal,1
2024-03-03 15:56:07.563569,887,440,4592.6417,normal,1
2024-03-03 15:56:07.567573,875,445,4596.6449,normal,1
2024-03-03 15:56:07.571570,864,449,4600.642,normal,1
2024-03-03 15:56:07.575565,854,453,4604.6378,normal,1
2024-03-03 15:56:07.579563,843,457,4608.6356,normal,1
2024-03-03 15:56:07.583563,833,459,4612.635,normal,1
2024-03-03 15:56:07.587562,822,462,4616.6346,normal,1
2024-03-03 15:56:07.591565,812,463,4620.6371,normal,1
2024-03-03 15:56:07.595573,800,465,4624.6451,normal,1
2024-03-03 15:56:07.599570,789,466,4628.6426,normal,1
2024-03-03 15:56:07.603570,775,467,4632.6423,normal,1
2024-03-03 15:56:07.607570,762,469,4636.6428,normal,1
2024-03-03 15:56:07.611566,747,469,4640.6383,normal,1
2024-03-03 15:56:07.615572,733,470,4644.6443,normal,1
2024-03-03 15:56:07.619581,718,471,4648.6533,normal,1
2024-03-03 15:56:07.623570,704,471,4652.642,normal,1
2024-03-03 15:56:07.627581,689,471,4656.6534,normal,1
2024-03-03 15:56:07.631559,674,473,4660.6312,normal,1
2024-03-03 15:56:07.635589,659,473,4664.6618,normal,1
2024-03-03 15:56:07.639571,644,473,4668.6438,normal,1
2024-03-03 15:56:07.643584,629,473,4672.6564,normal,1
2024-03-03 15:56:07.647571,614,473,4676.6433,normal,1
2024-03-03 15:56:07.651573,599,473,4680.645,normal,1
2024-03-03 15:56:07.655581,584,473,4684.6534,normal,1
2024-03-03 15:56:07.659570,571,472,4688.6424,normal,1
2024-03-03 15:56:07.663581,556,471,4692.6533,normal,1
2024-03-03 15:56:07.667581,542,470,4696.6533,normal,1
2024-03-03 15:56:07.671570,529,468,4700.642,normal,1
2024-03-03 15:56:07.675570,517,467,4704.642,normal,1
2024-03-03 15:56:07.679570,504,466,4708.6423,normal,1
2024-03-03 15:56:07.683570,490,464,4712.642,normal,1
2024-03-03 15:56:07.687559,478,463,4716.631,normal,1
2024-03-03 15:56:07.691560,467,462,4720.632,normal,1
2024-03-03 15:56:07.695559,455,459,4724.6314,normal,1
2024-03-03 15:56:07.699560,444,458,4728.6319,normal,1
2024-03-03 15:56:07.703559,434,456,4732.6309,normal,1
2024-03-03 15:56:07.711558,417,453,4740.6308,normal,1
