section_count_before,section_count_after,angle_max,section_max1_value,section_max2_value,section_max3_value,section_max4_value,section_max5_value,section_average_value,section_median_value,square,time,time_median,time_average,condition
22,10,13.134022306396327,77.64663547121665,69.00724599634447,33.0,25.019992006393608,21.213203435596427,27.529852423570805,16.6481247045955,13.51936844304748,634.9989,39.49895000000001,63.49989000000001,0
79,23,95.71059313749964,665.3390113318172,127.09838708654017,126.24579200908045,96.30160954002794,60.41522986797286,61.68341890432905,21.37755832643195,45.87324860334709,1988.4432000000002,44.516799999999876,86.45405217391306,0
85,25,180.0,354.18921496849674,238.24777018893587,173.64331256918592,128.3160161476345,101.6070863670443,63.13060645258317,42.0,237.43371545912612,16009.917399999998,40.00300000000061,640.3966959999999,0
94,20,24.443954780416547,356.91035288990986,189.62331080328704,179.62739212046696,126.50691680694776,98.02040603874276,80.72651045059985,63.5948865364405,53.827819264141965,950.8637000000017,35.98899999999958,47.543185000000086,0
7,6,68.19859051364818,22.47220505424423,17.88854381999832,12.041594578792296,10.63014581273465,10.63014581273465,12.943772513084026,11.335870195763473,13.689506387003084,1430.4553000000014,49.660750000002736,238.4092166666669,0
19,8,15.249027943060193,70.68238818828917,46.69047011971501,22.135943621178654,21.95449840010015,20.223748416156685,25.890919406793774,21.089123408128415,7.243809590142226,1570.084899999998,53.501650000000154,196.26061249999975,0
35,15,99.79877024127619,92.45539465060976,76.11832893594026,33.015148038438355,30.0,26.68332812825267,26.98084927783249,21.470910553583888,51.666120658472195,6953.2744999999995,24.31880000000092,463.5516333333333,0
79,16,104.62087398863166,1133.783930032526,171.04677722775136,120.61509026651682,79.02531240052139,73.0,113.63454292983822,28.00661235837054,58.64028858623619,5065.3427999999985,64.02634999999646,316.5839249999999,0
57,9,36.86989764584401,681.916417165623,94.92101980067429,41.23105625617661,27.892651361962706,23.08679276123039,101.00349592326205,23.08679276123039,4.54184277620862,1888.6325999999972,24.686500000003434,209.84806666666634,0
62,15,53.65654186880107,680.170566843347,188.692872149427,54.230987451824994,32.55764119219941,23.40939982143925,75.31827725061277,21.95449840010015,86.44092236309935,1155.8109999999942,56.76009999999951,77.05406666666629,0
90,25,38.69637224371049,219.0821763631172,174.07182425654074,121.92620719107111,98.37174391053561,83.00602387778854,45.57753400025763,26.92582403567252,231.67415198857336,1612.7957000000024,29.406599999994796,64.5118280000001,0
13,6,16.699244233993618,67.0,21.18962010041709,10.44030650891055,10.198039027185569,10.198039027185569,21.016178745927377,10.319172768048059,5.56439347893395,561.2347000000009,80.54344999999739,93.53911666666681,0
67,14,45.0,289.1712295509358,222.00900882621858,121.2023102090055,104.67568963231147,32.526911934581186,64.11256040957751,19.253424165322986,59.259928107747484,1459.6218999999983,51.81895000000077,104.25870714285702,0
76,23,123.26922466771262,304.55869713406645,152.21038072352357,87.23531395025755,81.32035415564789,49.040799340956916,43.91112504611136,21.2602916254693,208.71427084147265,1797.5381999999954,35.959100000000035,78.1538347826085,0
139,34,101.39213583155274,503.557345294456,352.4343910573995,244.13520843991347,141.32586458253138,87.23531395025755,65.48919849456013,31.32042955259103,404.4377768916483,2847.1898999999976,44.02275000000009,83.74087941176464,0
54,10,106.17444691178075,273.72431386341987,147.648230602334,91.21403400793103,48.010415536631214,42.42640687119285,67.28903173728675,31.76071499046092,157.39246740144284,9917.058700000001,114.05555000000459,991.7058700000001,0
109,21,114.22774531795419,406.03078701004927,232.47580519271247,145.96232390586277,131.46862743635836,91.52595260361949,72.47558752807751,34.20526275297414,153.60929767039482,5924.8157000000065,55.0002999999997,282.1340809523813,0
110,14,65.85445803957835,501.49576269396334,307.77426793024785,217.05759604307792,124.31009613060397,71.02816342831905,101.5099744637645,31.82106521870019,135.85770745111125,4940.946400000001,91.9229500000074,352.9247428571429,0
64,7,75.37912601136834,615.7247761784481,127.4244874425634,11.180339887498949,10.770329614269007,10.63014581273465,113.00367272521444,10.770329614269007,3.293809022043693,4275.555499999988,300.0323000000062,610.7936428571411,0
47,15,168.6900675259798,216.06017680266763,108.07867504739313,65.94694837519019,53.907327887774215,51.03920062069938,45.61425984695123,33.1058907144937,12.536542937268212,4883.155599999998,47.99679999999353,325.54370666666654,0
72,16,78.69006752597979,659.3117623704283,196.75619431164043,177.19198627477485,116.03878661895772,83.6301381082203,89.25334547445416,18.91822964970481,117.73377030915586,2577.9542999999976,47.99405000000843,161.12214374999985,0
18,9,176.63353933657015,83.05419917138447,33.94112549695428,22.825424421026653,15.811388300841896,10.770329614269007,22.39948510048699,10.770329614269007,15.258443228664756,1733.6264999999985,76.00280000000203,192.6251666666665,0
35,9,12.528807709151522,138.0507153186828,75.8023746329889,75.61084578286372,43.41658669218482,32.0,46.62741538656046,32.0,16.94204676823603,609.9121000000014,26.99210000000312,67.76801111111126,0
55,20,165.96375653207352,213.17129262637593,73.05477397131553,72.80109889280519,44.294469180700204,37.69615364994153,34.36868944818103,19.348012906822582,48.94212389164961,6522.032399999996,30.471349999992526,326.1016199999998,0
54,21,81.56309586859409,174.01149387324966,156.3873396410336,56.302753041036986,31.400636936215164,22.80350850198276,30.950031631594033,12.206555615733702,13.030484781322103,6406.3868000000075,44.27689999999711,305.06603809523847,0
148,43,109.90584391094119,543.4353687422268,434.09906703424275,98.0,87.96590248499699,83.24061508662703,55.783643772336355,32.69556544854363,91.41033606567784,4469.835200000001,43.01050000000396,103.94965581395353,0
23,11,115.54546480613547,45.31004303683677,41.88078318274385,34.20526275297414,24.758836806279895,22.20360331117452,22.700274640930385,21.93171219946131,51.559181606934224,900.8607999999949,47.996200000008685,81.8964363636359,0
9,1,0.0,101.0,0.0,0.0,0.0,0.0,101.0,101.0,0.0,230.00500000000466,230.00500000000466,230.00500000000466,0
58,15,47.231174608031246,437.65283044897586,161.94134740701648,148.92951352905172,128.08200498118384,77.05841939723393,71.68598345658079,12.649110640673518,51.74001375308346,663.0170999999973,20.998500000001513,44.20113999999982,0
62,7,90.0,837.6395406139803,121.03718436910205,102.59142264341595,10.63014581273465,10.63014581273465,156.56947815044614,10.63014581273465,26.683965067646042,2046.4414000000106,87.74760000000242,292.34877142857295,0
