Date,X,Y,T,Marker,Condition
2023-11-18 23:15:35.616918,296,375,0.0,start,0
2023-11-18 23:15:37.998941,303,365,2382.0236,normal,0
2023-11-18 23:15:38.011103,315,357,2394.1852,normal,0
2023-11-18 23:15:38.019114,326,348,2402.1958,normal,0
2023-11-18 23:15:38.027102,337,339,2410.1847,normal,0
2023-11-18 23:15:38.035115,348,328,2418.1973,normal,0
2023-11-18 23:15:38.043097,357,318,2426.1796,normal,0
2023-11-18 23:15:38.051124,367,306,2434.2058,normal,0
2023-11-18 23:15:38.059104,374,294,2442.1861,normal,0
2023-11-18 23:15:38.067124,379,281,2450.2063,normal,0
2023-11-18 23:15:38.075107,384,268,2458.1896,normal,0
2023-11-18 23:15:38.083122,388,255,2466.2045,normal,0
2023-11-18 23:15:38.091122,390,241,2474.2043,normal,0
2023-11-18 23:15:38.099122,394,226,2482.2044,normal,0
2023-11-18 23:15:38.107102,396,210,2490.1845,normal,0
2023-11-18 23:15:38.115271,397,196,2498.3532,normal,0
2023-11-18 23:15:38.123292,397,181,2505.3744,normal,0
2023-11-18 23:15:38.131278,397,169,2514.3605,normal,0
2023-11-18 23:15:38.143305,397,154,2526.3868,normal,0
2023-11-18 23:15:38.155282,397,142,2538.364,normal,0
2023-11-18 23:15:38.171273,398,132,2554.3556,normal,0
2023-11-18 23:15:38.187274,401,121,2570.3563,normal,0
2023-11-18 23:15:38.203292,403,111,2586.374,normal,0
2023-11-18 23:15:38.230292,407,101,2613.3741,normal,0
2023-11-18 23:15:38.254295,412,91,2637.3768,normal,0
2023-11-18 23:15:38.279301,419,81,2662.383,normal,0
2023-11-18 23:15:38.314292,427,73,2697.3741,normal,0
2023-11-18 23:15:38.821438,427,83,3204.5203,stop,0
2023-11-18 23:15:38.986579,427,84,3369.6608,start,0
2023-11-18 23:15:38.995559,427,85,3378.6415,normal,0
2023-11-18 23:15:39.014552,430,95,3397.6341,normal,0
2023-11-18 23:15:39.027552,436,106,3410.6342,normal,0
2023-11-18 23:15:39.034555,442,119,3417.6373,normal,0
2023-11-18 23:15:39.043551,451,138,3426.633,normal,0
