section_count,max_angle,max_section,average_section,square,time,condition
4,179.13983967990004,728.8484067348985,243.33284505685046,23.29185037441415,915.6082,0
5,177.33699923393286,110.16805344563369,48.86622632456486,6.6197240875985415,588.5279,0
1,0.0,175.0,175.0,0.0,352.9417000000003,0
3,31.988269773851346,317.42085627759246,108.29766407753068,6.325986170925183,482.14689999999973,0
2,180.0,1.0,0.5,0.0,297.5637999999999,0
2,19.653824058053303,14.866068747318506,7.933034373659253,0.4743416490252569,257.95650000000023,0
9,283.3713319698919,322.38641410580567,56.590313027371664,18.410993072407802,926.9295999999995,0
3,86.30861401354872,31.064449134018133,11.159554232130409,0.7752170911825529,482.29479999999967,0
2,351.0273733851036,19.235384061671343,14.117692030835672,0.994309153919809,361.5158999999985,0
2,13.05824339487127,269.9814808463721,192.99074042318605,12.14742716535447,1018.297599999998,0
8,354.28940686250036,264.76404589747455,42.90225122778139,3.575967599522767,723.4455000000016,0
4,32.347443499442036,146.0,66.97723285090161,14.579840605501355,810.7274000000034,0
15,342.3653139764233,71.25307010929424,23.364521282672808,42.32322476782179,1542.8317999999963,0
2,54.46232220802562,10.0,9.301162633521313,4.228854653311239,258.69220000000496,0
5,310.38935068133935,22.090722034374522,16.941827565503196,20.367384892198086,1105.5210999999981,0
7,348.2560168938404,122.5275479229059,45.563032658900944,27.205493726247443,581.6714999999967,0
3,21.745890337533464,31.064449134018133,19.90745044135758,5.692235158168574,494.609000000004,0
8,66.30076005185421,253.50542400508908,49.70150884251691,21.07422557289988,1133.7526999999973,0
2,63.434948822922024,2.23606797749979,1.618033988749895,0.7071067811865475,370.76780000000144,0
2,90.0,1.0,0.5,0.0,235.00599999999395,0
1,0.0,48.010415536631214,48.010415536631214,0.28118898470478154,362.5158999999985,0
2,45.0,3.0,2.2071067811865475,0.7276068751089989,258.0891999999876,0
1,0.0,18.0,18.0,0.0,246.02129999999306,0
1,0.0,17.0,17.0,0.0,456.79790000000503,0
18,45.75384833307076,543.8979683727455,69.5686713605607,67.92001946283831,1526.0593999999983,0
2,10.60261310547596,57.28001396647874,32.24555825870336,0.40694809881194755,449.4421999999904,0
15,350.4633642415406,431.49044021855224,80.33436930120806,75.81378648504969,1322.4130999999907,0
4,18.958183405106197,143.95138068111746,51.25877049186322,10.683321658591323,436.76230000000214,0
5,68.19859051364818,56.36488268416781,17.84533649967,6.262032080006044,270.103099999993,0
4,91.22632785989586,69.33974329343886,22.992940863170258,4.947726750741193,534.3059999999969,0
2,21.801409486351815,5.385164807134504,3.192582403567252,0.31622776601683794,338.7419000000082,0
4,23.38522105721375,11.180339887498949,9.249248428472729,3.8161308711348654,326.6154000000097,0
2,134.20427644726072,11.045361017187261,10.132452737240074,4.9613893835683385,593.6223000000027,0
3,12.148225399165497,42.01190307520001,28.46315380054399,1.3504196741318215,430.42429999999877,0
2,11.309932474020215,20.396078054371138,10.698039027185569,0.1871121078899952,598.2960000000021,0
4,22.671343621980853,85.61541917201598,49.983901629828395,9.87396230213027,478.59100000000035,0
2,78.69006752597979,10.198039027185569,5.5990195135927845,0.9578262852211513,377.2158999999956,0
2,341.565051177078,3.1622776601683795,2.08113883008419,0.24253562503633297,425.46570000000065,0
2,36.86989764584402,15.652475842498529,12.298373876248844,2.304663838792128,233.05460000000312,0
2,10.30484646876603,5.0,3.618033988749895,0.2773500981126146,431.1162999999942,0
2,23.838740183171723,8.06225774829855,6.946604821571925,1.3969077819782347,381.8203999999969,0
10,35.47533202821002,61.09828148156051,23.707161360723422,29.309916705388044,628.2017999999807,0
1,0.0,13.45362404707371,13.45362404707371,0.3716470731235832,241.89730000001146,0
13,355.6012946450045,141.00354605470034,41.66273298626971,36.26586675737687,1449.9603999999817,0
4,24.60640693695208,120.10828447696687,45.086944680930905,12.551506269344863,762.1344000000099,0
1,0.0,100.4987562112089,100.4987562112089,0.7711538224127417,314.2407999999996,0
6,355.46222749209335,63.198101237299845,20.01198156320555,1.3829724367781653,731.0389999999898,0
4,38.20616943951357,70.77428911688199,35.06712443655116,1.8846401663715622,518.2038999999932,0
9,41.18592516570965,117.61377470347595,29.187993335224537,19.7973659450974,1195.051299999992,0
2,17.037767795625633,82.02438661763951,48.9178874592407,1.8804192320219906,464.003400000016,0
4,30.379126011368328,84.00595217006948,42.59139646726986,8.828762525381501,678.6326999999874,0
14,47.260501911141276,513.9075792396917,70.85386439947497,32.335222003713916,1034.3561000000045,0
10,351.56309586859413,663.4282176694024,95.57135792760036,24.251673075319513,950.0626000000047,0
2,63.434948822922024,2.23606797749979,1.118033988749895,0.0,418.4116999999969,0
9,131.18592516570965,730.6161783043132,113.78560719314515,40.54082088951222,1177.9488999999885,0
27,354.80557109226515,229.53213282675696,47.541102485754045,79.91748307117587,1350.7983999999997,0
11,86.82016988013577,231.8469322635087,34.99440069430678,31.758638629413724,907.694599999988,0
10,112.28558764683275,657.0312016944097,134.64534048491964,40.66662535727121,773.276600000012,0
5,12.574319945004078,612.2001306762356,170.1201359909486,9.84551024362742,591.1462000000174,0
1,0.0,23.345235059857504,23.345235059857504,0.1285058810634358,361.09780000001774,0
