section_count_ratio,max_angle,max_section,average_section,square,time,condition
0.23076923076923078,14.796762245057343,170.2292571798397,55.5691222510479,3.855341557839172,441.99,0
0.10344827586206896,34.77783136636388,331.1027030998086,131.50026184380954,9.986951263538439,351.16909999999996,0
0.29411764705882354,85.60129464500444,239.54957733212555,51.479655277257415,45.364940972533944,727.2777999999998,0
0.2222222222222222,28.909183651147814,193.0,52.01490983496912,36.404741805358334,670.1199000000001,0
0.05263157894736842,13.558427725757795,505.83099944546694,256.07777738290184,1.4791498885909473,458.3305999999998,0
0.15,28.626450672949716,442.6386788341028,110.80622038657596,32.99440854186213,708.9970999999996,0
1.0,23.198590513648185,7.615773105863909,5.307886552931954,0.8620436566990363,486.7656999999999,0
0.075,70.22111519369139,931.9039650092707,362.89613441569804,17.621210983011252,720.6471999999994,0
0.1323529411764706,88.1523897340054,426.1689805699143,101.64163317042566,45.594410307893675,842.9553000000014,0
0.10810810810810811,22.041944511178578,295.16097302997224,127.98902361758158,25.745327957373206,441.3068000000003,0
0.13333333333333333,345.6186054089094,700.3570517957252,145.87415602539107,22.178128968147238,862.0614000000005,0
0.08641975308641975,154.01749779930628,414.87950057817994,155.89515783899256,57.23217689117138,1154.9357999999993,0
0.19047619047619047,19.03894821993555,128.39003076563228,75.45212686712539,23.5983578117763,410.5481,0
0.2,339.69552629003954,125.64234954823155,62.816965610665086,8.151260052784531,494.9864000000016,0
1.0,24.62356478616362,12.806248474865697,10.52622986305051,2.136828897185981,442.0005999999994,0
0.16216216216216217,27.285714799595645,397.2769814625559,95.97620940298388,16.904494996597087,513.4478999999992,0
0.1794871794871795,355.9143832200251,824.786032859432,98.56083682484393,143.3341233865341,1206.9784,0
0.5,0.0,18.384776310850235,18.384776310850235,0.43514263457633695,226.33220000000074,0
0.11764705882352941,19.653824058053317,427.5383023776934,114.66069050852825,11.456722782092202,558.265199999998,0
0.5,0.0,11.0,11.0,0.0,329.9435000000012,0
0.21212121212121213,18.029836043095912,167.37084572887835,64.50295743600908,36.69162004012945,985.8341,0
0.11538461538461539,13.006376707499236,314.1162205299179,120.59539315838447,3.645821937054984,482.3413999999975,0
