section_count_ratio,max_angle,max_section,average_section,square,time,condition
0.1724137931034483,45.78482460299189,365.4271473221441,86.70033895482248,38.964179761406555,1393.0803,0
0.6,12.804266065286754,22.561028345356956,17.19577531193247,0.9785454483769516,269.2380000000003,0
0.15384615384615385,25.01689347810002,215.34158910902465,93.73782463980181,51.652166300914665,505.3687,0
0.26666666666666666,23.95625643032853,62.76941930590086,41.48149975477133,3.9997569253163987,466.72020000000066,0
0.125,0.0,84.38009243891595,84.38009243891595,1.5237175600927841,269.7646999999997,0
0.6,27.400748822872387,55.00909015790027,19.540208016608165,9.007782155089597,754.5632000000005,0
0.10344827586206896,26.39452852724412,257.70137756713683,129.1249905175537,11.548654310712248,398.2570999999989,0
0.09523809523809523,9.762224340583302,185.33483212823216,118.17231755382979,5.613859605705644,518.6471999999994,0
0.3235294117647059,289.99628705525686,187.4593289223025,37.44243145971852,38.233337215096576,974.9423999999999,0
0.1956521739130435,342.9794743884802,401.3103537164223,62.15364067576075,50.06703095425162,891.2211000000007,0
0.15789473684210525,50.64824737373527,231.68297304722245,82.79862713008511,3.8491109839911735,550.8122000000003,0
0.36363636363636365,24.227745317954174,73.57309290766564,29.726434916539908,1.5768325936121546,358.08020000000033,0
0.28205128205128205,78.69006752597979,206.66155907667007,46.842331906083885,29.833133736432334,854.0429000000004,0
0.3333333333333333,18.900757905687,70.9365914038728,33.75038632363155,6.394709062593299,398.2498000000014,0
1.0,341.565051177078,3.1622776601683795,2.58113883008419,0.3922322702763681,218.3777000000009,0
0.5263157894736842,326.30993247402023,54.20332093147061,20.112031288529124,34.71869462618597,1324.9395000000004,0
0.4,25.25316339457388,40.19950248448356,23.01522718966443,1.218676978377688,278.60819999999876,0
0.34782608695652173,347.77487732426425,87.32124598286491,30.800311540521584,34.00440480984183,1091.2762000000002,0
0.125,29.393377857068884,185.85209172887994,94.34025942681306,1.1013079390674703,368.6346999999987,0
0.10526315789473684,23.94264971653692,441.2640932593541,127.93953198279154,10.755805350406735,615.5930000000008,0
0.5,0.0,18.0,18.0,0.0,247.13160000000062,0
0.23529411764705882,173.35848086198845,146.98639392814562,47.14512775242558,1.565111847342192,738.2540999999983,0
0.25,0.0,33.0,33.0,0.0,287.88320000000385,0
0.11320754716981132,98.99714342106506,371.0,113.08675899605964,11.995243821312274,954.6909999999989,0
0.03225806451612903,0.0,453.5956348996317,453.5956348996317,4.065074392543492,320.7011999999959,0
0.10526315789473684,15.255118703057775,635.4407918917387,148.30563654086782,24.77301335888553,805.9228999999978,0
0.25,49.39870535499554,96.317184344228,47.845576267173634,8.027308590139011,294.05310000000463,0
0.09302325581395349,25.34617594194669,682.2213716969002,181.61958300805068,10.217573719888753,590.2706000000035,0
0.08,344.13429219722616,776.6163789156136,229.09467997915618,30.111782497990088,546.2739000000001,0
0.15625,90.0,325.1861005639694,108.33989875081663,32.77936899723992,613.9452000000019,0
0.203125,234.40267640455312,380.9160012391183,67.29708690439286,67.43626435964161,1472.823199999999,0
0.3,341.565051177078,133.06013678032951,43.062703104118164,13.248906068035414,567.2102999999988,0
0.21621621621621623,68.57470620191262,153.05227865013967,55.42194422205192,58.05248468106951,1002.0013000000035,0
0.5,354.28940686250036,38.0,21.016625207040295,0.3174203325344758,698.9604000000036,0
0.23529411764705882,12.757532160876679,195.93111034238538,58.1985432008987,2.780238825075165,433.20350000000326,0
1.0,315.0,10.0,8.535533905932738,3.1622776601683795,577.6195000000007,0
0.5714285714285714,342.9794743884802,52.32590180780452,17.250617428755923,25.967443954316707,856.3261000000057,0
0.6666666666666666,11.309932474020215,11.0,10.599019513592784,0.5214500094539749,890.1628000000055,0
0.3333333333333333,0.0,22.80350850198276,22.80350850198276,0.7016464154456235,495.083999999988,0
0.2072072072072072,354.26310428767795,650.2568723204699,74.04877096197302,176.85998912008347,1970.5714000000007,0
0.20689655172413793,47.76634197417691,349.90570158258356,57.47775989399998,35.79341225045745,1245.2161999999953,0
0.6363636363636364,18.43494882292201,31.304951684997057,16.9990250019741,5.184783947972757,1050.182099999991,0
1.0,36.86989764584402,5.0,3.0,0.5144957554275265,278.13619999999355,0
0.8,48.81407483429035,21.470910553583888,11.61759331079288,3.1935877150574066,473.7520999999979,0
0.18181818181818182,90.0,376.11966180990856,86.29835101854108,17.803751065930445,611.1131000000023,0
0.1276595744680851,31.76773239348583,448.41164124050124,112.98648821633816,22.079583728024208,517.995900000009,0
0.3888888888888889,354.5596679689945,134.00373129133382,27.016069151386375,2.4158362505629403,777.8122000000003,0
0.1282051282051282,24.370120053873816,373.77132046212427,106.92771167509727,9.138425645767096,594.0660999999964,0
0.1794871794871795,90.0,265.1886121235224,77.82607386581967,13.937808591724382,775.6714000000065,0
0.08163265306122448,16.0468441552496,330.77031305726337,172.011455352809,9.649983023403802,722.7189999999973,0
0.15625,148.89572681644472,349.7785013404912,92.42549616338806,53.38545817657684,1065.8733000000066,0
0.5714285714285714,326.888658039628,46.61544808322666,18.35369215488163,7.3157549350884,577.4315999999963,0
0.0975609756097561,17.216073587790703,437.10410659246844,180.37072538920432,15.65032726640258,514.9968000000081,0
1.0,94.39870535499553,13.038404810405298,7.019202405202649,1.0,469.27670000000217,0
0.5,0.0,4.0,4.0,0.0,222.72389999999723,0
1.0,90.0,1.0,1.0,0.7071067811865475,221.21659999999974,0
0.3220338983050847,340.01689347810003,792.235444801607,75.68846599529357,121.75272166072375,1246.01890000001,0
0.17355371900826447,346.79516726768645,474.6925320668106,84.43421376545498,112.22635507596705,2406.8978999999963,0
0.1509433962264151,45.4212849041686,197.31446981911895,83.79655681425866,43.66750769850608,1082.727899999998,0
0.18181818181818182,354.80557109226515,1080.4674914128607,98.45885490526115,128.01596777802644,1718.4793000000063,0
0.18604651162790697,354.80557109226515,1184.6623991669526,97.87913329246857,58.53579957790601,1977.0925000000134,0
0.09375,23.875280853927514,594.2162905878633,210.299872905372,4.936276717010024,352.6732999999949,0
0.2537313432835821,79.2157021324374,474.1497653695507,58.66171816421368,90.95755442236367,1169.6977000000043,0
0.26666666666666666,123.79204744708724,181.62048342629197,51.98285604678703,9.409449398279339,581.0154000000039,0
0.225,316.93058744116695,260.4496112494699,51.75289784131063,31.94750575859007,944.674399999989,0
0.2962962962962963,353.6598082540901,192.4162155328911,44.735665632367365,13.378063114883446,1202.1766999999963,0
